"","X","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION","ADDRESS","lon","lat"
"2725",2725,"SAIGON SHACK","114","MACDOUGAL STREET",10012,"Vietnamese/Cambodian/Malaysia","114, MACDOUGAL STREET, New York, NY",-74.0005639,40.7296597
"2726",2726,"THE CLIFF","440","W 202ND AVE",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","440, W 202ND AVE, New York, NY",NA,NA
"2727",2727,"PITOPIA","369","W 34TH ST",10001,"Jewish/Kosher","369, W 34TH ST, New York, NY",NA,NA
"2728",2728,"DOMINO'S","4797","BROADWAY",10034,"Pizza","4797, BROADWAY, New York, NY",NA,NA
"2729",2729,"NEW KAM WEI","630","10 AVENUE",10036,"Chinese","630, 10 AVENUE, New York, NY",-73.9939529,40.7613018
"2730",2730,"NICA TRATTORIA","354","EAST   84 STREET",10028,"Italian","354, EAST   84 STREET, New York, NY",-73.9502036,40.7757253
"2731",2731,"LE PAIN QUOTIDIEN","60","WEST   65 STREET",10023,"Sandwiches","60, WEST   65 STREET, New York, NY",-73.9815996,40.7726479
"2732",2732,"DA RAFFAELE","883","1ST AVE",10022,"Italian","883, 1ST AVE, New York, NY",-73.9667976,40.7535152
"2733",2733,"INDAY","1133","BROADWAY",10010,"Indian","1133, BROADWAY, New York, NY",-73.9893546,40.7436862
"2734",2734,"AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT",NA,"W 79 STREET",10024,"American","NA, W 79 STREET, New York, NY",NA,NA
"2735",2735,"DIG INN","17","East 17th Street",10003,"American","17, East 17th Street, New York, NY",NA,NA
"2736",2736,"ELEA","217","W 85TH ST",10024,"Other","217, W 85TH ST, New York, NY",NA,NA
"2737",2737,"SWEET CHEF SOUTHERN STYLES BAKERY","122","HAMILTON PLACE",10031,"Bakery","122, HAMILTON PLACE, New York, NY",NA,NA
"2738",2738,"TWO-BITS RETRO ARCADE","153","ESSEX STREET",10002,"American","153, ESSEX STREET, New York, NY",NA,NA
"2739",2739,"NO 1 CHINESE RESTAURANT","3853","BROADWAY",10032,"Chinese","3853, BROADWAY, New York, NY",-73.9435855,40.8364363
"2740",2740,"MIDDLE BRANCH","154","EAST   33 STREET",10016,"American","154, EAST   33 STREET, New York, NY",-73.9794561,40.7452826
"2741",2741,"REGENCY WHIST CLUB","15","EAST   67 STREET",10065,"American","15, EAST   67 STREET, New York, NY",NA,NA
"2742",2742,"PRET A MANGER","100","CHURCH STREET",10007,"American","100, CHURCH STREET, New York, NY",-74.0101583,40.7133292
"2743",2743,"RENAISSANCE HOTEL","714","7 AVENUE",10036,"American","714, 7 AVENUE, New York, NY",NA,NA
"2744",2744,"T.G.I. FRIDAY'S","761","7 AVENUE",10019,"American","761, 7 AVENUE, New York, NY",-73.9827553,40.761055
"2745",2745,"BAR AMERICAIN","152","WEST   52 STREET",10019,"American","152, WEST   52 STREET, New York, NY",-73.9818453,40.7616506
"2746",2746,"MAMAMOO LOCAL ORGANIC KITCHEN","350","W 37TH ST",10018,"Delicatessen","350, W 37TH ST, New York, NY",-73.9942513,40.7548027
"2747",2747,"RAENU THAI","844","AMSTERDAM AVE",10025,"Thai","844, AMSTERDAM AVE, New York, NY",-73.968224,40.797536
"2748",2748,"CHO-KO RESTAURANT","59","1ST AVE",10003,"Japanese","59, 1ST AVE, New York, NY",NA,NA
"2749",2749,"FLIK","250","W 55TH ST",10019,"American","250, W 55TH ST, New York, NY",-73.983431,40.7649476
"2750",2750,"COTTON CLUB","664","WEST  125 STREET",10027,"American","664, WEST  125 STREET, New York, NY",-73.9595513,40.8170787
"2751",2751,"PATSY'S PIZZERIA RESTAURANT","204-206","EAST   60 STREET",10022,"Italian","204-206, EAST   60 STREET, New York, NY",-73.9657044,40.7618152
"2752",2752,"CANCUN MEXICAN RESTAURANT","937","8 AVENUE",10019,"Mexican","937, 8 AVENUE, New York, NY",NA,NA
"2753",2753,"GO GO CURRY","235","E 53RD ST",10022,"Japanese","235, E 53RD ST, New York, NY",-73.9679199,40.7572969
"2754",2754,"CIBAR","56","IRVING PLACE",10003,"American","56, IRVING PLACE, New York, NY",-73.9870203,40.7359238
"2755",2755,"LUNG MOON BAKERY","83","MULBERRY STREET",10013,"Bakery","83, MULBERRY STREET, New York, NY",NA,NA
"2756",2756,"HAMPTON CHUTNEY CO","143","GRAND ST",10013,"Indian","143, GRAND ST, New York, NY",NA,NA
"2757",2757,"GENTLEMAN FARMER","40","RIVINGTON STREET",10002,"French","40, RIVINGTON STREET, New York, NY",-73.9911064,40.7210588
"2758",2758,"MARCHE MADISON","630","1ST AVE",10016,"American","630, 1ST AVE, New York, NY",-73.971662,40.7451889
"2759",2759,"STARBUCKS","1","NEW YORK PLZ",10004,"Caf̩/Coffee/Tea","1, NEW YORK PLZ, New York, NY",NA,NA
"2760",2760,"YURA & COMPANY ON MADISON","1292","MADISON AVENUE",10128,"American","1292, MADISON AVENUE, New York, NY",-73.9563202,40.7846507
"2761",2761,"UNCLE JACK'S STEAKHOUSE","440","9 AVENUE",10001,"Steak","440, 9 AVENUE, New York, NY",-73.9955598,40.7536567
"2762",2762,"NEW ASIAN CUISINES","153D","CENTRE ST",10013,"Chinese","153D, CENTRE ST, New York, NY",NA,NA
"2763",2763,"THE WRITING ROOM","1703","2ND AVE",10128,"American","1703, 2ND AVE, New York, NY",-73.9509299,40.7794576
"2764",2764,"WHITE HORSE TAVERN","25","BRIDGE ST",10004,"American","25, BRIDGE ST, New York, NY",-74.0123966,40.7037702
"2765",2765,"CHARLYS","110","TRINITY PLACE",10006,"American","110, TRINITY PLACE, New York, NY",-74.0120054,40.7095464
"2766",2766,"THE MARSHAL","628","10TH AVE",10036,"American","628, 10TH AVE, New York, NY",-73.9939529,40.7612247
"2767",2767,"THE WAYLAND","700","EAST    9 STREET",10009,"American","700, EAST    9 STREET, New York, NY",-73.9777917,40.7250386
"2768",2768,"GNOCCO","337","EAST   10 STREET",10009,"Italian","337, EAST   10 STREET, New York, NY",-73.9802711,40.7271282
"2769",2769,"HARRY'S ITALIAN","2","GOLD STREET",10038,"Italian","2, GOLD STREET, New York, NY",NA,NA
"2770",2770,"DECHERT (THE DECH)","1095","AVENUE OF THE AMERICAS",10036,"American","1095, AVENUE OF THE AMERICAS, New York, NY",-73.9849313,40.7546766
"2771",2771,"CHOZA TAQUERIA","66","MADISON AVENUE",10016,"Mexican","66, MADISON AVENUE, New York, NY",NA,NA
"2772",2772,"AKIMOTO SUSHI","187","CHURCH STREET",10007,"Japanese","187, CHURCH STREET, New York, NY",NA,NA
"2773",2773,"DUNKIN' DONUTS","130","CHURCH STREET",10007,"Donuts","130, CHURCH STREET, New York, NY",-74.0089184,40.7140849
"2774",2774,"NEW KAM LAI","708","AMSTERDAM AVE",10025,"Chinese","708, AMSTERDAM AVE, New York, NY",-73.9713625,40.7930625
"2775",2775,"FRIARS NATIONAL ASSOC.","57","EAST   55 STREET",10022,"American","57, EAST   55 STREET, New York, NY",-73.9725115,40.760882
"2776",2776,"MERCHANTS NY","112","7 AVENUE",10011,"American","112, 7 AVENUE, New York, NY",-73.9985481,40.7404798
"2777",2777,"PUBLIC FARE","0","BRYANT PARK AT 42 ST AND 5TH AVE",10018,"American","0, BRYANT PARK AT 42 ST AND 5TH AVE, New York, NY",NA,NA
"2778",2778,"OFF THE GRID PUB & GRUB","547","W 142ND ST",10031,"Spanish","547, W 142ND ST, New York, NY",-73.9513662,40.8244595
"2779",2779,"TROPICAL SPANISH RESTAURANT","3771","BROADWAY",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","3771, BROADWAY, New York, NY",-73.9455421,40.8340361
"2780",2780,"HING WON","48","W 48TH ST",10036,"Chinese","48, W 48TH ST, New York, NY",NA,NA
"2781",2781,"FRATELLI'S MARKET PLACE","0","WARDS ISLAND/2FL",10057,"American","0, WARDS ISLAND/2FL, New York, NY",NA,NA
"2782",2782,"DENNY'S","150","NASSAU ST",10038,"American","150, NASSAU ST, New York, NY",-74.0059352,40.7114591
"2783",2783,"HOT POT UNDER DE' TREE","2839","FREDERICK DOUGLAS BOULEVARD",10039,"Caribbean","2839, FREDERICK DOUGLAS BOULEVARD, New York, NY",-73.9391738,40.826944
"2784",2784,"SHINBASHI RESTAURANT","85","1ST AVE",10003,"Japanese","85, 1ST AVE, New York, NY",-73.9867742,40.726028
"2785",2785,"NAKAMURA","172","DELANCEY ST",10002,"Japanese","172, DELANCEY ST, New York, NY",-73.9851122,40.7179613
"2786",2786,"LE PAIN QUOTIDIEN","1131","MADISON AVENUE",10028,"Bakery","1131, MADISON AVENUE, New York, NY",-73.9593889,40.779726
"2787",2787,"FIDDLESTICKS","5456","GREENWICH AVENUE",10011,"American","5456, GREENWICH AVENUE, New York, NY",-74.0011261,40.7365459
"2788",2788,"RESTAURANTE LA LIBERTAD","3764","BROADWAY",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","3764, BROADWAY, New York, NY",NA,NA
"2789",2789,"LA BERGAMOTE","177","9 AVENUE",10011,"French","177, 9 AVENUE, New York, NY",NA,NA
"2790",2790,"RARE VIEW ROOFTOP","152","WEST   26 STREET",10001,"American","152, WEST   26 STREET, New York, NY",NA,NA
"2791",2791,"THE BLACK SHEEP","583","3 AVENUE",10016,"Irish","583, 3 AVENUE, New York, NY",-73.975872,40.748313
"2792",2792,"THE OLIVE GARDEN ITALIAN RESTAURANT","100","W 125TH ST",10027,"Italian","100, W 125TH ST, New York, NY",NA,NA
"2793",2793,"ALPHANSO'S PIZZERIA","525","GRAND ST",10002,"Pizza","525, GRAND ST, New York, NY",-73.9817288,40.7142926
"2794",2794,"THE CROOKED KNIFE","232","WEST   14 STREET",10011,"American","232, WEST   14 STREET, New York, NY",-74.0014821,40.7389789
"2795",2795,"FARINELLA","1132","LEXINGTON AVENUE",10075,"Pizza","1132, LEXINGTON AVENUE, New York, NY",-73.9592671,40.7747356
"2796",2796,"AWADH","2588","BROADWAY",10025,"Indian","2588, BROADWAY, New York, NY",NA,NA
"2797",2797,"MAZAAR","137","ESSEX ST",10002,"Middle Eastern","137, ESSEX ST, New York, NY",NA,NA
"2798",2798,"FORLINIS RESTAURANT","93","BAXTER STREET",10013,"Italian","93, BAXTER STREET, New York, NY",-73.9994162,40.7169079
"2799",2799,"EAST BROADWAY RESTAURANT","94","EAST BROADWAY",10002,"Chinese","94, EAST BROADWAY, New York, NY",NA,NA
"2800",2800,"FASHION STYLE DELI","255","W 36TH ST",10018,"Delicatessen","255, W 36TH ST, New York, NY",-73.9914967,40.753254
"2801",2801,"MERMAID OYSTER BAR","79","MACDOUGAL STREET",10012,"Seafood","79, MACDOUGAL STREET, New York, NY",-74.0018619,40.7288849
"2802",2802,"CITY PERK","15","PENN PLAZA",10001,"Caf̩/Coffee/Tea","15, PENN PLAZA, New York, NY",NA,NA
"2803",2803,"THE MEATBALL SHOP","64","GREENWICH AVENUE",10011,"American","64, GREENWICH AVENUE, New York, NY",-74.000607,40.736125
"2804",2804,"JOY CURRY & TANDOOR","32","WEST   39 STREET",10018,"Indian","32, WEST   39 STREET, New York, NY",-73.9841278,40.7521504
"2805",2805,"BAR SIX","502","6 AVENUE",10011,"French","502, 6 AVENUE, New York, NY",-73.9970289,40.7363399
"2806",2806,"SANCTUARY T","337","WEST BROADWAY",10013,"American","337, WEST BROADWAY, New York, NY",-74.0035218,40.7223798
"2807",2807,"KENNEDY FRIED CHICKEN","108","W 145TH ST",10039,"American","108, W 145TH ST, New York, NY",NA,NA
"2808",2808,"EL CHEVERE CUCHIFRITOS","2000","3 AVENUE",10029,"Spanish","2000, 3 AVENUE, New York, NY",NA,NA
"2809",2809,"SZECHUAN GOURMET","21","WEST   39 STREET",10018,"Chinese","21, WEST   39 STREET, New York, NY",-73.9835309,40.7523744
"2810",2810,"FLASH FACTORY","229","W 28TH ST",10001,"American","229, W 28TH ST, New York, NY",-73.9947104,40.7479975
"2811",2811,"GABRIEL KREUTHER","37","W 42ND ST",10036,"French","37, W 42ND ST, New York, NY",-73.9825906,40.7542034
"2812",2812,"LECHONERA LA ISLA","254","E 125TH ST",10035,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","254, E 125TH ST, New York, NY",-73.9341681,40.8027553
"2813",2813,"DELUXE GREEN BO","66","BAYARD ST",10013,"Chinese","66, BAYARD ST, New York, NY",-73.9980144,40.7155351
"2814",2814,"CAFE 23","919","3RD AVE",10022,"American","919, 3RD AVE, New York, NY",-73.9674721,40.7589096
"2815",2815,"SUBWAY","228","WEST HOUSTON STREET",10014,"Sandwiches","228, WEST HOUSTON STREET, New York, NY",-74.0049252,40.728772
"2816",2816,"THE GRISLY PEAR","107","MACDOUGAL STREET",10012,"American","107, MACDOUGAL STREET, New York, NY",-74.0009312,40.7299048
"2817",2817,"ALCALA RESTAURANT","246","EAST   44 STREET",10017,"Spanish","246, EAST   44 STREET, New York, NY",NA,NA
"2818",2818,"SINIGUAL RESTAURANT","150","East 42nd Street",10017,"Mexican","150, East 42nd Street, New York, NY",-73.9754534,40.7509164
"2819",2819,"CREPES ON COLUMBUS","990","COLUMBUS AVENUE",10025,"French","990, COLUMBUS AVENUE, New York, NY",-73.9618311,40.8010518
"2820",2820,"BISTRO 61","1113","1 AVENUE",10065,"French","1113, 1 AVENUE, New York, NY",-73.9612159,40.7610518
"2821",2821,"SWEET MAMA'S SOUL FOOD","689","LENOX AVENUE",10037,"Soul Food","689, LENOX AVENUE, New York, NY",-73.9368367,40.8201947
"2822",2822,"COOL FRESH JUICE BAR","2661","BROADWAY",10025,"Juice, Smoothies, Fruit Salads","2661, BROADWAY, New York, NY",NA,NA
"2823",2823,"BROOKDALE","455","NORTH END AVENUE",10282,"American","455, NORTH END AVENUE, New York, NY",-74.0145351,40.7175415
"2824",2824,"DAVID'S CAFE","110","SAINT MARKS PL",10009,"French","110, SAINT MARKS PL, New York, NY",-73.9843574,40.7268974
"2825",2825,"EL PASO TAQUERIA","64","EAST   97 STREET",10029,"Mexican","64, EAST   97 STREET, New York, NY",-73.9529504,40.7873821
"2826",2826,"KING","18","KING ST",10014,"French","18, KING ST, New York, NY",-74.0034562,40.7275645
"2827",2827,"EL COCOTERO","228","W 18TH ST",10011,"Spanish","228, W 18TH ST, New York, NY",-73.9993703,40.7414977
"2828",2828,"TAZA CAFE AND DELI","350","PARK AVENUE SOUTH",10010,"American","350, PARK AVENUE SOUTH, New York, NY",-73.9855396,40.7418229
"2829",2829,"RIKO","409","8TH AVE",10001,"Peruvian","409, 8TH AVE, New York, NY",-73.9953761,40.7500797
"2830",2830,"BREAD & BUTTER","14","E 44TH ST",10017,"American","14, E 44TH ST, New York, NY",-73.9790314,40.7542442
"2831",2831,"ASELLINA RISTORANTE","420","PARK AVENUE SOUTH",10016,"Italian","420, PARK AVENUE SOUTH, New York, NY",-73.9841967,40.7439194
"2832",2832,"BE JUICE","93","3RD AVE",10003,"Juice, Smoothies, Fruit Salads","93, 3RD AVE, New York, NY",-73.9876029,40.732144
"2833",2833,"SANDWICH HOUSE ITALIAN RESTAURANT","17","ANN STREET",10038,"Sandwiches","17, ANN STREET, New York, NY",NA,NA
"2834",2834,"TAL BAGELS","2446","BROADWAY",10024,"American","2446, BROADWAY, New York, NY",-73.9740443,40.7909801
"2835",2835,"OH TAISHO","9","ST MARKS PLACE",10003,"Japanese","9, ST MARKS PLACE, New York, NY",-73.9891322,40.7294283
"2836",2836,"ANN INC CAFE","7","TIMES SQ",10036,"American","7, TIMES SQ, New York, NY",-73.9869055,40.7554585
"2837",2837,"ACP COFFEE","2286","7TH AVE",10030,"Caf̩/Coffee/Tea","2286, 7TH AVE, New York, NY",-73.9442779,40.8149635
"2838",2838,"BLUESTONE LANE","2","E 90TH ST",10128,"American","2, E 90TH ST, New York, NY",-73.9584178,40.7838507
"2839",2839,"MORGAN STANLEY EMPLOYEE CAFETERIA","1","NEW YORK PLAZA",10004,"American","1, NEW YORK PLAZA, New York, NY",-74.0118801,40.7020841
"2840",2840,"THE DRAFT HOUSE","3473","BROADWAY",10031,"Pizza/Italian","3473, BROADWAY, New York, NY",-73.9523121,40.8244168
"2841",2841,"IM STAR CAFE","19","DIVISION STREET",10002,"Chinese","19, DIVISION STREET, New York, NY",NA,NA
"2842",2842,"DUNKIN' DONUTS","316","WEST   34 STREET",10001,"Donuts","316, WEST   34 STREET, New York, NY",-73.9946125,40.7524247
"2843",2843,"SILO CAFE","31","EAST   32 STREET",10016,"American","31, EAST   32 STREET, New York, NY",-73.9832095,40.7464234
"2844",2844,"DITCH PLAINS","29","BEDFORD STREET",10014,"Continental","29, BEDFORD STREET, New York, NY",NA,NA
"2845",2845,"DUNKIN' DONUTS","215","1 AVENUE",10003,"Donuts","215, 1 AVENUE, New York, NY",NA,NA
"2846",2846,"ROUTE 66 CAFE","858","9 AVENUE",10019,"American","858, 9 AVENUE, New York, NY",NA,NA
"2847",2847,"AMERICAN CUT","363","GREENWICH STREET",10013,"Steak","363, GREENWICH STREET, New York, NY",NA,NA
"2848",2848,"THE STOREHOUSE","69","WEST 23 STREET",10010,"American","69, WEST 23 STREET, New York, NY",NA,NA
"2849",2849,"BITE OF HONG KONG","81","CHRYSTIE ST",10002,"Chinese","81, CHRYSTIE ST, New York, NY",NA,NA
"2850",2850,"GRITO MEXICAN GRILL","1555","ST NICHOLAS AVENUE",10040,"Mexican","1555, ST NICHOLAS AVENUE, New York, NY",NA,NA
"2851",2851,"BABY BRASA","129","ALLEN ST",10002,"Peruvian","129, ALLEN ST, New York, NY",-73.9903259,40.7200599
"2852",2852,NA,"17","S WILLIAM ST",10004,"Other","17, S WILLIAM ST, New York, NY",-74.01048,40.7044548
"2853",2853,"NU SUSHI","76","PEARL STREET",10004,"Japanese","76, PEARL STREET, New York, NY",-74.0103882,40.7037464
"2854",2854,"POURING RIBBONS","225","AVENUE B",10009,"American","225, AVENUE B, New York, NY",-73.9781131,40.7290612
"2855",2855,"SUBWAY","321","AMSTERDAM AVE",10023,"Sandwiches","321, AMSTERDAM AVE, New York, NY",-73.979813,40.7806431
"2856",2856,"AUGUST GATHERINGS","266","CANAL ST",10013,"Chinese","266, CANAL ST, New York, NY",NA,NA
"2857",2857,"OOKI SUSHI","1575","3 AVENUE",10128,"Japanese","1575, 3 AVENUE, New York, NY",-73.952629,40.7802394
"2858",2858,"GUACAMOLE","768","AMSTERDAM AVE",10025,"Spanish","768, AMSTERDAM AVE, New York, NY",-73.969911,40.795201
"2859",2859,"STARBUCKS","111","WORTH STREET",10013,"Caf̩/Coffee/Tea","111, WORTH STREET, New York, NY",-74.0033414,40.7159388
"2860",2860,"POPEYES LOUISIANA KITCHEN","601","WEST  191 STREET",10040,"Chicken","601, WEST  191 STREET, New York, NY",NA,NA
"2861",2861,"TOTTO RAMEN","366","WEST   52 STREET",10019,"Japanese","366, WEST   52 STREET, New York, NY",NA,NA
"2862",2862,"RAY'S PIZZA","1827","2 AVENUE",10128,"Pizza","1827, 2 AVENUE, New York, NY",NA,NA
"2863",2863,"LOUNGE 247 I M O K","247","ELDRIDGE STREET",10002,"American","247, ELDRIDGE STREET, New York, NY",-73.9898209,40.7228459
"2864",2864,"DUNKIN' DONUTS","1416","ST NICHOLAS AVENUE",10033,"Donuts","1416, ST NICHOLAS AVENUE, New York, NY",-73.9335425,40.8489923
"2865",2865,"COSMIC DINER","888","8 AVENUE",10019,"American","888, 8 AVENUE, New York, NY",-73.9849562,40.763824
"2866",2866,"THE MANCHESTER DINER","2800","BROADWAY",10025,"American","2800, BROADWAY, New York, NY",-73.9670091,40.8029095
"2867",2867,"ANGEL CANDY STORE","634","WEST  207 STREET",10034,"American","634, WEST  207 STREET, New York, NY",-73.9218818,40.8682519
"2868",2868,"GIMME COFFEE","228","MOTT STREET",10012,"Caf̩/Coffee/Tea","228, MOTT STREET, New York, NY",NA,NA
"2869",2869,"NISH NUSH","88","READE STREET",10013,"Middle Eastern","88, READE STREET, New York, NY",-74.007705,40.7157109
"2870",2870,"MAMA'S FRIED CHICKEN","2158","8 AVENUE",10026,"Chicken","2158, 8 AVENUE, New York, NY",NA,NA
"2871",2871,"FUSION HK BAR-GRILL","688","10 AVENUE",10019,"Indian","688, 10 AVENUE, New York, NY",-73.9923001,40.7634599
"2872",2872,"GRUPPO","98","AVENUE B",10009,"Pizza/Italian","98, AVENUE B, New York, NY",-73.9816485,40.7247367
"2873",2873,"CLAW DADDY'S","185","ORCHARD ST",10002,"Seafood","185, ORCHARD ST, New York, NY",-73.98847,40.722071
"2874",2874,"MID WINTER KITCHEN","327","2ND AVE",10003,"American","327, 2ND AVE, New York, NY",-73.9829477,40.7354179
"2875",2875,"STARBUCKS","1642","3 AVENUE",10128,"Caf̩/Coffee/Tea","1642, 3 AVENUE, New York, NY",-73.9515498,40.7826123
"2876",2876,"STARBUCKS","130","FULTON STREET",10038,"Caf̩/Coffee/Tea","130, FULTON STREET, New York, NY",-74.0080469,40.710252
"2877",2877,"MARCHA COCINA BAR","4055","BROADWAY",10032,"American","4055, BROADWAY, New York, NY",NA,NA
"2878",2878,"IL GNOCCHI RESTAURANT","118","EAST  116 STREET",10029,"Mexican","118, EAST  116 STREET, New York, NY",NA,NA
"2879",2879,"LA BONNE SOUPE BISTRO","48","WEST   55 STREET",10019,"French","48, WEST   55 STREET, New York, NY",-73.977035,40.762307
"2880",2880,"DOMINO'S","205","ALLEN ST",10002,"Pizza","205, ALLEN ST, New York, NY",-73.9890752,40.7227488
"2881",2881,"GROUNDED","28","JANE STREET",10014,"Caf̩/Coffee/Tea","28, JANE STREET, New York, NY",-74.0034241,40.7379256
"2882",2882,"MAMA TINA'S PIZZA","2649","FRDERICK DOUGLASS BOULEVARD",10030,"Pizza","2649, FRDERICK DOUGLASS BOULEVARD, New York, NY",NA,NA
"2883",2883,"LA TERRAZA RESTAURANT","3881","BROADWAY",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","3881, BROADWAY, New York, NY",NA,NA
"2884",2884,"AU BON PAIN","125","WEST   55 STREET",10019,"Sandwiches/Salads/Mixed Buffet","125, WEST   55 STREET, New York, NY",-73.9789514,40.763598
"2885",2885,"KRUST PIZZA","226","E 14TH ST",10003,"Pizza","226, E 14TH ST, New York, NY",NA,NA
"2886",2886,"SUBWAY","367","W 34TH ST",10001,"Sandwiches","367, W 34TH ST, New York, NY",-73.9958352,40.753387
"2887",2887,"PLAYA BOWLS","108","MACDOUGAL ST",10012,"Juice, Smoothies, Fruit Salads","108, MACDOUGAL ST, New York, NY",-74.0006098,40.7294345
"2888",2888,"FRED'S at BARNEYS NEW YORK","161","W 16TH ST",10011,"American","161, W 16TH ST, New York, NY",NA,NA
"2889",2889,"ERIN MCKERRA'S BAKERY","248","BROOME ST",10002,"Bakery","248, BROOME ST, New York, NY",-73.9895914,40.7181406
"2890",2890,"FRESH FROM HELL","326","W 47TH ST",10036,"Juice, Smoothies, Fruit Salads","326, W 47TH ST, New York, NY",-73.9889945,40.7608298
"2891",2891,"VIVA","65","SHERMAN AVENUE",10040,"Tapas","65, SHERMAN AVENUE, New York, NY",-73.9266496,40.8630987
"2892",2892,"NEW IVOIRE","76","EAST  119 STREET",10035,"African","76, EAST  119 STREET, New York, NY",-73.9423776,40.8013675
"2893",2893,"HUNAN DELIGHT","1467","YORK AVE",10075,"Asian","1467, YORK AVE, New York, NY",NA,NA
"2894",2894,"MANNA'S SOUL FOOD RESTAURANT","486","LENOX AVE",10037,"Soul Food","486, LENOX AVE, New York, NY",-73.9409961,40.8133598
"2895",2895,"PERCY'S PIZZA","190","BLEEKER STREET",10012,"Pizza","190, BLEEKER STREET, New York, NY",-74.0015739,40.7290306
"2896",2896,"NEW TU DO RESTAURANT","102","BOWERY",10013,"Vietnamese/Cambodian/Malaysia","102, BOWERY, New York, NY",NA,NA
"2897",2897,"GUY & GALLARD","120","EAST   34 STREET",10016,"American","120, EAST   34 STREET, New York, NY",-73.9802022,40.7464441
"2898",2898,"GRAND SICHUAN EASTERN","1049","2 AVENUE",10022,"Chinese","1049, 2 AVENUE, New York, NY",-73.9663587,40.7583099
"2899",2899,"NEW VALENTINO MARKET","74","5 AVENUE",10011,"American","74, 5 AVENUE, New York, NY",-73.9942513,40.7357336
"2900",2900,"PRONTO PIZZA","62","WEST   48 STREET",10036,"Pizza","62, WEST   48 STREET, New York, NY",-73.9806761,40.7583073
"2901",2901,"CAFE SELECT","212","LAFAYETTE STREET",10012,"Eastern European","212, LAFAYETTE STREET, New York, NY",-73.9979471,40.7218359
"2902",2902,"RICK'S CAFE","147","WEST   43 STREET",10036,"American","147, WEST   43 STREET, New York, NY",NA,NA
"2903",2903,"LITTLE CANAL","26","CANAL ST",10002,"American","26, CANAL ST, New York, NY",-73.9904178,40.71428
"2904",2904,"JACQUES TORRES ICE CREAM","89","E 42 ST",10017,"Ice Cream, Gelato, Yogurt, Ices","89, E 42 ST, New York, NY",-73.9776273,40.7525703
"2905",2905,"MAXWELLS CHOPHOUSE NY","1182","BROADWAY",10001,"American","1182, BROADWAY, New York, NY",-73.9884436,40.7455065
"2906",2906,"My Belly's Playlist","89","WASHINGTON ST",10006,"American","89, WASHINGTON ST, New York, NY",NA,NA
"2907",2907,"NUM PANG SANDWICH SHOP","75","9 AVE",10011,"Vietnamese/Cambodian/Malaysia","75, 9 AVE, New York, NY",-74.0049148,40.7419634
"2908",2908,"TERESA'S GOURMET","51","WEST   51 STREET",10019,"American","51, WEST   51 STREET, New York, NY",-73.9793609,40.7604055
"2909",2909,"SUNBURST ESPRESSO BAR","206","3 AVENUE",10003,"American","206, 3 AVENUE, New York, NY",-73.9855018,40.7359999
"2910",2910,"ONE WORLD OBSERVATORY","1","WORLD TRADE CTR",10007,"American","1, WORLD TRADE CTR, New York, NY",-74.0133064,40.7121288
"2911",2911,"ISOLA","994","COLUMBUS AVENUE",10025,"Italian","994, COLUMBUS AVENUE, New York, NY",-73.9617471,40.8011789
"2912",2912,"SUFFOLK ARMS","269","E HOUSTON ST",10002,"American","269, E HOUSTON ST, New York, NY",-73.9846749,40.7214946
"2913",2913,"FUEL GRILL","112","W 38TH ST",10018,"American","112, W 38TH ST, New York, NY",-73.9868244,40.752463
"2914",2914,"BILL'S NEW YORK CITY","57","E 54TH ST",10022,"American","57, E 54TH ST, New York, NY",NA,NA
"2915",2915,"MEME","607","10TH AVE",10036,"Mediterranean","607, 10TH AVE, New York, NY",NA,NA
"2916",2916,"NEW MANDARIN COURT","61","MOTT STREET",10013,"Chinese","61, MOTT STREET, New York, NY",-73.9984521,40.7160374
"2917",2917,"DELIGHT WONG RESTAURANT","300","GRAND ST",10002,"Chinese","300, GRAND ST, New York, NY",NA,NA
"2918",2918,"MODERN GOURMET","793","BROADWAY",10003,"American","793, BROADWAY, New York, NY",-73.9915655,40.7321288
"2919",2919,"HELEN MILLS EVENT SPACE AND THEATER","135","WEST   26 STREET",10001,"American","135, WEST   26 STREET, New York, NY",-73.9927376,40.7454721
"2920",2920,"MCDONALD'S","2049","BROADWAY",10023,"Hamburgers","2049, BROADWAY, New York, NY",-73.9825668,40.7779191
"2921",2921,"118 KITCHEN","1","E 118TH ST",10029,"Tex-Mex","1, E 118TH ST, New York, NY",NA,NA
"2922",2922,"THE LATE LATE","159","E HOUSTON ST",10002,"American","159, E HOUSTON ST, New York, NY",NA,NA
"2923",2923,"ABACKY POTLUCK","253","W 26TH ST",10001,"Asian","253, W 26TH ST, New York, NY",-73.9965971,40.7472247
"2924",2924,"AMC THEATRES","1992","BROADWAY",10023,"American","1992, BROADWAY, New York, NY",NA,NA
"2925",2925,"HUDSON VIEW RESTAURANT","770","WEST  181 STREET",10033,"American","770, WEST  181 STREET, New York, NY",NA,NA
