"","X.2","X.1","X","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION","ADDRESS","lon","lat"
"5431",5881,8096,8096,"29B","29","AVENUE B",10009,"Others","29, AVENUE B, New York, NY",-73.9829761,40.7223698
"5432",5882,8098,8098,"RAPHA CYCLE CLUB","159","PRINCE ST",10012,"Others","159, PRINCE ST, New York, NY",-74.0011148,40.7261467
"5433",5883,8099,8099,"SUBWAY","421","2 AVENUE",10010,"Others","421, 2 AVENUE, New York, NY",-73.9805403,40.7389145
"5434",5884,8100,8100,"STARBUCKS","286","1 AVENUE",10009,"Others","286, 1 AVENUE, New York, NY",-73.9808658,40.732991
"5435",5885,8101,8101,"NEW YORK LAW SCHOOL","185","WEST BROADWAY",10013,"American","185, WEST BROADWAY, New York, NY",-74.0067386,40.7178106
"5436",5886,8102,8102,"EMPANADAS MONUMENTAL","3477","BROADWAY",10031,"Others","3477, BROADWAY, New York, NY",-73.952249,40.8244916
"5437",5888,8104,8104,"FRED'S","476","AMSTERDAM AVE",10024,"American","476, AMSTERDAM AVE, New York, NY",-73.9767435,40.7856578
"5438",5889,8105,8105,"THE SMILE NEWSSTAND","177","FRANKLIN ST",10013,"Others","177, FRANKLIN ST, New York, NY",-74.00947,40.7192211
"5439",5890,8106,8106,"BARROW STREET ALE HOUSE","15","BARROW ST",10014,"American","15, BARROW ST, New York, NY",-74.0025148,40.7325203
"5440",5891,8107,8107,"WILDAIR","140-142","ORCHARD ST",10002,"American","140-142, ORCHARD ST, New York, NY",-73.9890863,40.7200771
"5441",5893,8110,8110,"MR PANZEROTTO","124","MACDOUGAL ST",10012,"Italian","124, MACDOUGAL ST, New York, NY",-74.0002885,40.7299295
"5442",5894,8111,8111,"XI'AN FAMOUS FOOD","37","W 54TH ST",10019,"Chinese","37, W 54TH ST, New York, NY",-73.9772867,40.7621391
"5443",5895,8112,8112,"GLEASON'S TAVERN","206","W 41ST ST",10036,"American","206, W 41ST ST, New York, NY",-73.9880763,40.7554124
"5444",5896,8113,8113,"VILLAGE EXPRESS ASIAN CUISINE","33","BARROW ST",10014,"Japanese","33, BARROW ST, New York, NY",-74.0033184,40.732251
"5445",5897,8114,8114,"L Lounge","2131","FREDERICK DOUGLASS BOULEVARD",10026,"American","2131, FREDERICK DOUGLASS BOULEVARD, New York, NY",-73.9559114,40.8039664
"5446",5898,8117,8117,"MUDSPOT","307","EAST    9 STREET",10003,"American","307, EAST    9 STREET, New York, NY",-73.986653,40.7290765
"5447",5899,8118,8118,"GREAT CHINA RESTAURANT","1461","AMSTERDAM AVE",10027,"Chinese","1461, AMSTERDAM AVE, New York, NY",-73.9533637,40.8169381
"5448",5900,8119,8119,"STARBUCKS","4001","BROADWAY",10032,"Others","4001, BROADWAY, New York, NY",-73.9399403,40.8413998
"5449",5901,8125,8125,"MANDARIN ORIENTAL HOTEL-CAFETERIA","80","COLUMBUS CIRCLE",10023,"American","80, COLUMBUS CIRCLE, New York, NY",-73.9829538,40.7690781
"5450",5903,8128,8128,"BROOKS BROTHERS RED FLEECE CAFE","901","BROADWAY",10003,"Others","901, BROADWAY, New York, NY",-73.9900141,40.7391747
"5451",5904,8129,8129,"KONA COFFEE AND COMPANY","57","2ND AVE",10003,"Others","57, 2ND AVE, New York, NY",-73.990104,40.7259582
"5452",5905,8130,8130,"THE PALACE THEATER","1564","BROADWAY",10036,"American","1564, BROADWAY, New York, NY",-73.9845512,40.7588889
"5453",5906,8131,8131,"STARBUCKS","2252","BROADWAY",10024,"Others","2252, BROADWAY, New York, NY",-73.9787631,40.7849131
"5454",5907,8132,8132,"LITTLE ALLEY","550","3RD AVE",10016,"Chinese","550, 3RD AVE, New York, NY",-73.9772407,40.7474287
"5455",5908,8133,8133,"MOMS KITCHEN","70","W 125TH ST",10027,"Others","70, W 125TH ST, New York, NY",-73.9449257,40.8072463
"5456",5909,8134,8134,"THE WING","45","E 20TH ST",10003,"Others","45, E 20TH ST, New York, NY",-73.9883517,40.7387766
"5457",5911,8137,8137,"PEQUE VINOS + TAPAS","231","W 145TH ST",10039,"Others","231, W 145TH ST, New York, NY",-73.9405975,40.8225218
"5458",5912,8138,8138,"CRAZY ANNIE'S","3910","BROADWAY",10032,"American","3910, BROADWAY, New York, NY",-73.9414519,40.8381598
"5459",5913,8139,8139,"ROCKEFELLER U/ABBY BLDG","1252","YORK AVENUE",10065,"American","1252, YORK AVENUE, New York, NY",-73.9560015,40.7637733
"5460",5914,8140,8140,"I PIZZA NY","642","9TH AVE",10036,"Pizza","642, 9TH AVE, New York, NY",-73.990832,40.760329
"5461",5915,8141,8141,"READE STREET PUB & KITCHEN","135","READE STREET",10013,"American","135, READE STREET, New York, NY",-74.0097455,40.7162091
"5462",5916,8142,8142,"DR SMOOD","485","LEXINGTON AVE",10017,"Others","485, LEXINGTON AVE, New York, NY",-73.9736098,40.7542097
"5463",5917,8143,8143,"BECKYS BITES","122","E 7TH ST",10009,"American","122, E 7TH ST, New York, NY",-73.9842655,40.7261893
"5464",5918,8144,8144,"WARREN HALL COFFEE BAR","1125","AMSTERDAM AVENUE",10025,"Others","1125, AMSTERDAM AVENUE, New York, NY",-73.9610622,40.8062693
"5465",5919,8145,8145,"ABAYA THAI CUISINE","318","W 36TH ST",10018,"Others","318, W 36TH ST, New York, NY",-73.9936347,40.7536157
"5466",5920,8147,8147,"KENNEDY CHICKEN & GYROS","158","NAGLE AVENUE",10040,"Others","158, NAGLE AVENUE, New York, NY",-73.9252218,40.8616506
"5467",5921,8148,8148,"NYU COLLEGE OF NURSING CAFE","433","1ST AVE",10010,"Others","433, 1ST AVE, New York, NY",-73.9777688,40.7386834
"5468",5922,8150,8150,"HAPPY WOK","175","AVENUE C",10009,"Chinese","175, AVENUE C, New York, NY",-73.9774703,40.7264217
"5469",5924,8152,8152,"GUCKENHEIMER@THEORY","2","GANSEVOORT ST",10014,"Others","2, GANSEVOORT ST, New York, NY",-74.0041407,40.739078
"5470",5925,8154,8154,"JIN FENG RESTAURANT","43137","ELDRIDGE STREET",10002,"Chinese","43137, ELDRIDGE STREET, New York, NY",-73.9917517,40.7185858
"5471",5926,8155,8155,"CRAFT","4347","EAST   19 STREET",10003,"American","4347, EAST   19 STREET, New York, NY",-73.9495338,40.5837787
"5472",5927,8156,8156,"TOWN HALL THEATRE","123","WEST   43 STREET",10036,"American","123, WEST   43 STREET, New York, NY",-73.9844504,40.7561154
"5473",5928,8157,8157,"WAHIZZA","4484","BROADWAY",10040,"Pizza","4484, BROADWAY, New York, NY",-73.9317395,40.8575119
"5474",5929,8158,8158,"NOUS ESPRESSO BAR","1150","AMSTERDAM AVE",10027,"Others","1150, AMSTERDAM AVE, New York, NY",-73.9608807,40.8075388
"5475",5930,8159,8159,"TANNAT WINE & CHEESE","4736","BROADWAY",10040,"American","4736, BROADWAY, New York, NY",-73.9282418,40.8647879
"5476",5932,8163,8163,"SUBWAY","3559","BROADWAY",10031,"Others","3559, BROADWAY, New York, NY",-73.950293,40.827147
"5477",5933,8164,8164,"ER BAR","605","2ND AVE",10016,"Others","605, 2ND AVE, New York, NY",-73.9764946,40.7443603
"5478",5934,8165,8165,"BUFFALO WILD WINGS","2319","FREDERICK DOUGLASS BLVD",10027,"Others","2319, FREDERICK DOUGLASS BLVD, New York, NY",-73.951739,40.8098099
"5479",5935,8166,8166,"LA PARISIENNE","9","MAIDEN LN",10038,"Others","9, MAIDEN LN, New York, NY",-74.0093323,40.7096229
"5480",5937,8169,8169,"GOURMET BAGEL","874","LEXINGTON AVE",10065,"Others","874, LEXINGTON AVE, New York, NY",-73.9654977,40.7663196
"5481",5938,8170,8170,"THE MILLING ROOM","446","COLUMBUS AVE",10024,"Italian","446, COLUMBUS AVE, New York, NY",-73.9744679,40.7837474
"5482",5939,8172,8172,"CIPRIANI DOWNTOWN RESTAURANT","376","WEST BROADWAY",10012,"Italian","376, WEST BROADWAY, New York, NY",-74.0030075,40.7235871
"5483",5940,8173,8173,"SPRING PLACE","6","SAINT JOHNS LN",10013,"Others","6, SAINT JOHNS LN, New York, NY",-74.0059469,40.7208622
"5484",5941,8174,8174,"PUTAWN LOCAL THAI KITCHEN","1584","1ST AVE",10028,"Others","1584, 1ST AVE, New York, NY",-73.9507922,40.7744618
"5485",5942,8175,8175,"BURGER KING","1886","3RD AVE",10029,"American","1886, 3RD AVE, New York, NY",-73.9457927,40.7905455
"5486",5944,8177,8177,"27 SHINJUKU SUSHI","27","PARK PLACE",10007,"Japanese","27, PARK PLACE, New York, NY",-74.0089017,40.7133731
"5487",5945,8178,8178,"cloud social","6","W 32ND ST",10001,"American","6, W 32ND ST, New York, NY",-73.9863775,40.7472205
"5488",5946,8181,8181,"VIA QUADRONNO","25","EAST   73 STREET",10021,"Italian","25, EAST   73 STREET, New York, NY",-73.9651304,40.7727684
"5489",5947,8182,8182,"CASTRO","104","DYCKMAN STREET",10040,"Others","104, DYCKMAN STREET, New York, NY",-73.9251935,40.861827
"5490",5948,8184,8184,"SCHMACKARY'S","362","WEST   45 STREET",10036,"American","362, WEST   45 STREET, New York, NY",-73.9898021,40.7597597
"5491",5949,8185,8185,"MADAME VO'S","212","E 10TH ST",10003,"Others","212, E 10TH ST, New York, NY",-73.9860676,40.7292734
"5492",5950,8186,8186,"COSI","38","EAST   45 STREET",10017,"Others","38, EAST   45 STREET, New York, NY",-73.9776539,40.7545117
"5493",5951,8188,8188,"JING FONGA","380","AMSTERDAM AVE",10024,"Chinese","380, AMSTERDAM AVE, New York, NY",-73.979011,40.782934
"5494",5952,8189,8189,"ROYAL CURRY & KABAB","19-25","ST NICHOLAS AVENUE",10026,"Others","19-25, ST NICHOLAS AVENUE, New York, NY",-73.9526235,40.7996469
"5495",5953,8190,8190,"BLACK SEED BAGELS","176","1ST AVE",10009,"Others","176, 1ST AVE, New York, NY",-73.9838523,40.7290652
"5496",5954,8191,8191,"SOFIA WINE BAR","242","E 50TH ST",10022,"Others","242, E 50TH ST, New York, NY",-73.9691596,40.7550032
"5497",5955,8193,8193,"STICKY'S FINGER JOINT","598","9TH AVE",10036,"Others","598, 9TH AVE, New York, NY",-73.9919443,40.7588461
"5498",5956,8194,8194,"HANDCRAFT COFFEE","151","E 77TH ST",10075,"Others","151, E 77TH ST, New York, NY",-73.9595105,40.7736442
"5499",5957,8195,8195,"CHEFS CLUB BY FOOD & WINE","295","LAFAYETTE ST",10012,"Others","295, LAFAYETTE ST, New York, NY",-73.9953845,40.724554
"5500",5958,8197,8197,"AQUAMARINA","4060","BROADWAY",10032,"Italian","4060, BROADWAY, New York, NY",-73.9388948,40.8433196
"5501",5960,8199,8199,"MCDONALDS # 18093","354","W 125TH ST",10027,"Others","354, W 125TH ST, New York, NY",-73.9530851,40.8107313
"5502",5961,8200,8200,"SEMSOM","1000","S 8TH AVE",10019,"Others","1000, S 8TH AVE, New York, NY",-73.9833642,40.7686743
"5503",5963,8202,8202,"BEANS & VINES","4799","BROADWAY",10034,"American","4799, BROADWAY, New York, NY",-73.9254422,40.8664415
"5504",5964,8204,8204,"FRESH & CO","475","LEXINGTON AVE",10017,"Others","475, LEXINGTON AVE, New York, NY",-73.9740425,40.7536555
"5505",5965,8205,8205,"HARU","1329","3 AVENUE",10075,"Japanese","1329, 3 AVENUE, New York, NY",-73.9584034,40.7723329
"5506",5966,8206,8206,"HALAL FOOD","270","W 39TH ST",10018,"Others","270, W 39TH ST, New York, NY",-73.9909457,40.7550284
"5507",5967,8207,8207,"LE PAIN QUOTIDIEN","2463","BROADWAY",10025,"Others","2463, BROADWAY, New York, NY",-73.974394,40.7918191
"5508",5968,8208,8208,"FIG AND OLIVE","420","WEST   13 STREET",10014,"Others","420, WEST   13 STREET, New York, NY",-74.0071381,40.7405525
"5509",5969,8209,8209,"UNION SQUARE CATERING FACILITY BALLROOM","27","UNION SQUARE WEST",10003,"American","27, UNION SQUARE WEST, New York, NY",-73.9910463,40.7364322
"5510",5970,8210,8210,"Earl's Beer & Cheese","1259","PARK AVE",10029,"Others","1259, PARK AVE, New York, NY",-73.9515269,40.7872953
"5511",5971,8211,8211,"Happy Family","213","E BROADWAY",10002,"Chinese","213, E BROADWAY, New York, NY",-73.9875253,40.7139855
"5512",5972,8213,8213,"196 LOVING TEA","196","CANAL ST",10013,"Others","196, CANAL ST, New York, NY",-73.9983144,40.7166744
"5513",5973,8214,8214,"PURE KTCHN","352","W 46TH ST",10036,"Others","352, W 46TH ST, New York, NY",-73.9900046,40.7604329
"5514",5974,8216,8216,"TRACY ANDERSON METHOD","239","E 59TH ST",10022,"American","239, E 59TH ST, New York, NY",-73.9648889,40.7610377
"5515",5975,8217,8217,"SPACIOUS/SUNFLOWER AMERICAN CAPITAL","30","W 53RD ST",10019,"American","30, W 53RD ST, New York, NY",-73.9775774,40.7609327
"5516",5976,8218,8218,"CITI HOSPITALITY","388","GREENWICH ST",10013,"American","388, GREENWICH ST, New York, NY",-74.0111456,40.7206751
"5517",5977,8219,8219,"CIALA","77","2ND AVE",10003,"Others","77, 2ND AVE, New York, NY",-73.9894536,40.7266552
"5518",5978,8220,8220,"THE COUNTER","7","TIMES SQUARE",10036,"American","7, TIMES SQUARE, New York, NY",-73.9869055,40.7554585
"5519",5979,8221,8221,"JAM'S","1414","AVENUE OF THE AMERICAS",10019,"American","1414, AVENUE OF THE AMERICAS, New York, NY",-73.9765408,40.7647578
"5520",5981,8223,8223,"XIANG DRAGON CHINESE RESTAURANT","2331","1 AVENUE",10035,"Chinese","2331, 1 AVENUE, New York, NY",-73.9340303,40.7983402
"5521",5982,8224,8224,"THE PIERPONT LEADERSHIP CENTER","383","MADISON AVE",10017,"American","383, MADISON AVE, New York, NY",-73.977089,40.755585
"5522",5983,8225,8225,"NOGLU NEW YORK","1266","MADISON AVE",10128,"Others","1266, MADISON AVE, New York, NY",-73.9568555,40.7839048
"5523",5985,8228,8228,"SETTE MEZZO","969","LEXINGTON AVENUE",10021,"Italian","969, LEXINGTON AVENUE, New York, NY",-73.9627771,40.7692607
"5524",5987,8230,8230,"MIMI","185","SULLIVAN ST",10012,"Others","185, SULLIVAN ST, New York, NY",-74.0006612,40.7283483
"5525",5988,8231,8231,"WEST 190 STREET PIZZA","1611","ST NICHOLAS AVENUE",10040,"Pizza","1611, ST NICHOLAS AVENUE, New York, NY",-73.9297822,40.8552935
"5526",5989,8234,8234,"MY COOKING PARTY","130","W 29TH ST",10001,"American","130, W 29TH ST, New York, NY",-73.9915885,40.7470142
"5527",5990,8238,8238,"STARBUCKS","24","STATE STREET",10004,"Others","24, STATE STREET, New York, NY",-74.0139189,40.7033811
"5528",5991,8239,8239,"BLUESTONE LANE","90","WATER ST",10005,"Others","90, WATER ST, New York, NY",-74.0085519,40.7047611
"5529",5992,8240,8240,"TREADWELL PARK / BLACK HOUND","301","SOUTH END AVENUE",10280,"Others","301, SOUTH END AVENUE, New York, NY",-74.016542,40.7103433
"5530",5993,8241,8241,"CASA NETA","40","E 20TH ST",10003,"Others","40, E 20TH ST, New York, NY",-73.9886272,40.7384296
"5531",5994,8243,8243,"ARMANI RISTORANTE","717","5TH AVE",10022,"Italian","717, 5TH AVE, New York, NY",-73.9739578,40.7617242
"5532",5995,8244,8244,"YANG GARDEN","816","WEST  187 STREET",10033,"Chinese","816, WEST  187 STREET, New York, NY",-73.9375621,40.8551249
"5533",5996,8245,8245,"PRET A MANGER","106","WEST 32ND STREET",10001,"American","106, WEST 32ND STREET, New York, NY",-73.9893869,40.7485519
"5534",5997,8246,8246,"DONNA MARGHERITIA","1304A","2 AVENUE",10065,"Italian","1304A, 2 AVENUE, New York, NY",-73.9598606,40.7664653
"5535",5999,8248,8248,"THE HUDSON BAR ROOM","444","10TH AVE",10001,"American","444, 10TH AVE, New York, NY",-73.998475,40.7550158
"5536",6000,8249,8249,"SECCHU YOKOTA","199","EAST    3 STREET",10009,"Japanese","199, EAST    3 STREET, New York, NY",-73.9831015,40.7228305
"5537",6001,8251,8251,"LOCAL & VINE","282","HUDSON ST",10013,"American","282, HUDSON ST, New York, NY",-74.0073928,40.7252699
"5538",6002,8252,8252,"BAO BAO NOODLE","106","GREENWICH ST",10006,"Chinese","106, GREENWICH ST, New York, NY",-74.0136016,40.7085281
"5539",6003,8253,8253,"SEVEN GRAMS CAFFE","175","VARICK ST",10014,"Others","175, VARICK ST, New York, NY",-74.00605,40.7274061
"5540",6004,8254,8254,"SONY HUB/COFFEE BAR","25","MADISON AVE",10010,"American","25, MADISON AVE, New York, NY",-73.9869672,40.7418876
"5541",6005,8255,8255,"ELLA NYC","249","COLUMBUS AVE",10023,"Others","249, COLUMBUS AVE, New York, NY",-73.9788067,40.7769826
"5542",6006,8257,8257,"LENWICH 68TH","1269","1st Avenue",10021,"Others","1269, 1st Avenue, New York, NY",-73.9579606,40.7655954
"5543",6007,8258,8258,"EAST DUMPLING","46","ELDRIDGE ST",10002,"Chinese","46, ELDRIDGE ST, New York, NY",-73.9927822,40.7158775
"5544",6008,8259,8259,"CHIPOTLE MEXICAN GRILL","19","ST MARKS PLACE",10003,"Others","19, ST MARKS PLACE, New York, NY",-73.988606,40.7292322
"5545",6009,8262,8262,"TASTINGS","251","EAST  110 STREET",10029,"Others","251, EAST  110 STREET, New York, NY",-73.9409555,40.7935383
"5546",6011,8264,8264,"TERMINAL 5","610","W 56TH ST",10019,"Others","610, W 56TH ST, New York, NY",-73.9927822,40.7697215
"5547",6012,8265,8265,"THREE SEAT ESPRESSO","137","AVENUE A",10009,"Others","137, AVENUE A, New York, NY",-73.9830377,40.7271033
"5548",6013,8266,8266,"LOCAL SHOP","144","SULLIVAN STREET",10012,"American","144, SULLIVAN STREET, New York, NY",-74.0020555,40.727089
"5549",6014,8267,8267,"BALLFIELDS CAFE","0","SOUTH OF 65 STREET",10023,"American","0, SOUTH OF 65 STREET, New York, NY",-73.9702149,40.7680021
"5550",6017,8270,8270,"BAR SUZETTE CREPERIE","425","WEST   15 STREET",10011,"Others","425, WEST   15 STREET, New York, NY",-74.006826,40.7428114
"5551",6018,8271,8271,"ROCKEFELLER FOUNDATION","420","5 AVENUE",10018,"American","420, 5 AVENUE, New York, NY",-73.9833243,40.7508592
"5552",6019,8272,8272,"KELLOGG'S NYC","31","E 17TH ST",10003,"Others","31, E 17TH ST, New York, NY",-73.9896373,40.7371831
"5553",6020,8273,8273,"OMAR'S MEDITERRANEAN CUISINE","20","E 39TH ST",10016,"Others","20, E 39TH ST, New York, NY",-73.9812198,40.7509706
"5554",6021,8275,8275,"LA MASSERIA","235237","WEST   48 STREET",10036,"Italian","235237, WEST   48 STREET, New York, NY",-73.9863,40.760885
"5555",6022,8276,8276,"OPUS","417","W 202ND STREET",10034,"American","417, W 202ND STREET, New York, NY",-73.9200622,40.8610637
"5556",6023,8279,8279,"BAR VELOCE","175","SECOND AVENUE",10003,"Italian","175, SECOND AVENUE, New York, NY",-73.9866071,40.7307303
"5557",6024,8280,8280,"TAQUERIA EMILIO","563","W 207TH ST",10034,"Others","563, W 207TH ST, New York, NY",-73.9200295,40.8662563
"5558",6025,8281,8281,"SUBWAY","35","WEST   33 STREET",10001,"Others","35, WEST   33 STREET, New York, NY",-73.9868113,40.748782
"5559",6026,8282,8282,"CAFE 21","22","CORTLANDT STREET",10007,"Others","22, CORTLANDT STREET, New York, NY",-74.0106413,40.7101731
"5560",6028,8284,8284,"STUDIO 735","735 A","SAINT NICHOLAS AVE",10031,"American","735 A, SAINT NICHOLAS AVE, New York, NY",-73.9442139,40.8252626
"5561",6029,8285,8285,"NEBULA BAR & KITCHEN","141","NAGLE AVE",10040,"Others","141, NAGLE AVE, New York, NY",-73.9260769,40.8608949
"5562",6030,8286,8286,"RIO SAMBA RESTAURANT AND BAR","1469","5TH AVE",10035,"American","1469, 5TH AVE, New York, NY",-73.9449142,40.8022421
"5563",6031,8287,8287,"SUITE 36","16","W 36TH ST",10018,"American","16, W 36TH ST, New York, NY",-73.9848,40.749968
"5564",6032,8288,8288,"NEW AROMA","465","WEST  125 STREET",10027,"Chinese","465, WEST  125 STREET, New York, NY",-73.955746,40.8132172
"5565",6033,8289,8289,"LOL STAND UP COMEDY","711","7TH AVE",10036,"American","711, 7TH AVE, New York, NY",-73.9840589,40.759454
"5566",6034,8290,8290,"TAL BAGEL","333","EAST   86 STREET",10028,"Others","333, EAST   86 STREET, New York, NY",-73.950363,40.7775577
"5567",6035,8291,8291,"SWEETCATCH POKE BAR","642A","LEXINGTON AVE",10022,"Others","642A, LEXINGTON AVE, New York, NY",-73.9705395,40.7593497
"5568",6036,8292,8292,"THE LONDON NYC (EDR/PASTRY KITCHEN)","151","W 54TH ST",10019,"American","151, W 54TH ST, New York, NY",-73.9806361,40.7635061
"5569",6037,8293,8293,"IL RICCIO RESTAURANT","152","E 79TH ST",10075,"Italian","152, E 79TH ST, New York, NY",-73.9587937,40.7746452
"5570",6038,8294,8294,"BRADY'S BAR","1583","2 AVENUE",10028,"American","1583, 2 AVENUE, New York, NY",-73.9537885,40.7754764
"5571",6039,8295,8295,"PIER 60",NA,"AND WEST SIDE HIGHWAY",10011,"American","NA, AND WEST SIDE HIGHWAY, New York, NY",-73.9915197,40.7754616
"5572",6040,8297,8297,"SLEEP NO MORE AT THE MCKITTRICK HOTEL","530","WEST   27 STREET",10001,"American","530, WEST   27 STREET, New York, NY",-74.0038693,40.7505893
"5573",6044,8301,8301,"STARBUCKS","1700","BROADWAY",10019,"Others","1700, BROADWAY, New York, NY",-73.9823372,40.7635123
"5574",6045,8302,8302,"HAPPY BURRITO","211","E 14TH ST",10003,"Others","211, E 14TH ST, New York, NY",-73.986148,40.7331747
"5575",6046,8304,8304,"FAVORITE CAFE","260","W 35TH ST",10001,"American","260, W 35TH ST, New York, NY",-73.9925668,40.7524562
"5576",6047,8305,8305,"STARBUCKS","424","PARK AVENUE SOUTH",10016,"American","424, PARK AVENUE SOUTH, New York, NY",-73.983754,40.744251
"5577",6048,8307,8307,"MONA'S","224","AVENUE B",10009,"American","224, AVENUE B, New York, NY",-73.9784804,40.7291906
"5578",6049,8308,8308,"THE FERN","166","1ST AVE",10009,"American","166, 1ST AVE, New York, NY",-73.9840819,40.7288275
"5579",6051,8310,8310,"NOBU FIFTY SEVEN","40","WEST   57 STREET",10019,"Japanese","40, WEST   57 STREET, New York, NY",-73.9764149,40.763601
"5580",6052,8311,8311,"LITTLE RIVER","440","E 29TH ST",10016,"American","440, E 29TH ST, New York, NY",-73.9741292,40.739943
"5581",6053,8312,8312,"SBARRO","1606","BROADWAY",10019,"Italian","1606, BROADWAY, New York, NY",-73.9843207,40.7605538
"5582",6054,8313,8313,"MCDONALD'S","490","8TH AVE",10001,"American","490, 8TH AVE, New York, NY",-73.992837,40.75248
"5583",6056,8317,8317,"PIZZA PARADISE","12","W 18TH ST",10011,"Pizza","12, W 18TH ST, New York, NY",-73.9930044,40.7387849
"5584",6057,8318,8318,"No. 7 SUB","1","W. 58TH STREET",10019,"American","1, W. 58TH STREET, New York, NY",-73.9742747,40.7642202
"5585",6059,8321,8321,"OTTO'S TACOS","131","7TH AVE S",10014,"Others","131, 7TH AVE S, New York, NY",-74.0020674,40.7344965
