"","X.2","X.1","X","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION","ADDRESS","lon","lat"
"2809",3005,4558,4558,"HOP HOUSE HARLEM","2224","FREDERICK DOUGLASS BLVD",10026,"Pizza","2224, FREDERICK DOUGLASS BLVD, New York, NY",-73.9532719,40.8067859
"2810",3006,4561,4561,"INDIAN ROAD CAFE","600","WEST  218 STREET",10034,"American","600, WEST  218 STREET, New York, NY",-73.9183464,40.8728492
"2811",3007,4562,4562,"LENWICH","613","9TH AVE",10036,"American","613, 9TH AVE, New York, NY",-73.9922083,40.7595107
"2812",3008,4563,4563,"MARIELLA PIZZA","965","LEXINGTON AVENUE",10021,"Pizza","965, LEXINGTON AVENUE, New York, NY",-73.962823,40.7691514
"2813",3009,4564,4564,"CAFE KABILA","250","W 39TH ST",10018,"American","250, W 39TH ST, New York, NY",-73.990303,40.7547056
"2814",3010,4566,4566,"STARBUCKS COFFEE","805","COLUMBUS AVENUE",10025,"Others","805, COLUMBUS AVENUE, New York, NY",-73.9656011,40.7949468
"2815",3011,4567,4567,"ROAST KITCHEN","209","W 57TH ST",10019,"American","209, W 57TH ST, New York, NY",-73.9808345,40.7659169
"2816",3012,4569,4569,"SUBWAY","555","WEST   42 STREET",10036,"Others","555, WEST   42 STREET, New York, NY",-73.9977217,40.7609017
"2817",3013,4570,4570,"CAFE BISTRO","312","WEST   34 STREET",10001,"American","312, WEST   34 STREET, New York, NY",-73.9944848,40.7523527
"2818",3014,4571,4571,"STARBUCKS","78","SPRING STREET",10012,"Others","78, SPRING STREET, New York, NY",-73.9977705,40.7224755
"2819",3015,4572,4572,"AUNT JAKES","151","MULBERRY ST",10013,"Italian","151, MULBERRY ST, New York, NY",-73.9975798,40.719042
"2820",3016,4575,4575,"DOS CAMINOS","675","HUDSON STREET",10014,"Others","675, HUDSON STREET, New York, NY",-74.005458,40.7404266
"2821",3018,4577,4577,"THE SPOT","719","2ND AVE",10016,"Others","719, 2ND AVE, New York, NY",-73.9740795,40.7478001
"2822",3019,4578,4578,"DILL AND PARSLEY","829","3RD AVE",10022,"Others","829, 3RD AVE, New York, NY",-73.9702731,40.7561166
"2823",3020,4579,4579,"GOSSIPS","733","9 AVENUE",10019,"American","733, 9 AVENUE, New York, NY",-73.9893618,40.7633517
"2824",3021,4580,4580,"EUROPA CAFE","3","TIMES SQUARE",10036,"Others","3, TIMES SQUARE, New York, NY",-73.986783,40.756392
"2825",3022,4582,4582,"TACO BELL PIZZA HUT EXPRESS","173","EAST  116 STREET",10029,"Pizza","173, EAST  116 STREET, New York, NY",-73.9405439,40.7984414
"2826",3023,4584,4584,"ALGONQUIN HOTEL","59","WEST   44 STREET",10036,"American","59, WEST   44 STREET, New York, NY",-73.9822798,40.756008
"2827",3024,4585,4585,"OSTERIA AL DODGE","142","WEST   44 STREET",10036,"Italian","142, WEST   44 STREET, New York, NY",-73.9849083,40.7566223
"2828",3025,4587,4587,"CAFFE BENE","39","W 32ND ST",10001,"Others","39, W 32ND ST, New York, NY",-73.9872958,40.7481614
"2829",3026,4588,4588,"OPEN HOUSE","244","EAST HOUSTON STREET",10002,"American","244, EAST HOUSTON STREET, New York, NY",-73.985606,40.7223511
"2830",3027,4589,4589,"JERUSALEM CAFE","35","WEST   36 STREET",10018,"Others","35, WEST   36 STREET, New York, NY",-73.9853445,40.7506056
"2831",3028,4590,4590,"L.A. GOURMET","111","E 58TH ST",10022,"American","111, E 58TH ST, New York, NY",-73.9694998,40.7622127
"2832",3029,4591,4591,"NHA TRANG RESTAURANT","87","BAXTER STREET",10013,"Others","87, BAXTER STREET, New York, NY",-73.9995998,40.7167408
"2833",3030,4593,4593,"KFC","242","E 14TH ST",10003,"Others","242, E 14TH ST, New York, NY",-73.985349,40.7322684
"2834",3031,4594,4594,"STARBUCKS","1542","3RD AVE",10028,"Others","1542, 3RD AVE, New York, NY",-73.9538814,40.7793968
"2835",3032,4595,4595,"PREVITI PIZZA","122","EAST   41 STREET",10017,"Pizza","122, EAST   41 STREET, New York, NY",-73.976876,40.7509256
"2836",3033,4596,4596,"B & D HALAL RESTAURANT","163","W 29TH ST",10001,"Others","163, W 29TH ST, New York, NY",-73.9923001,40.7477907
"2837",3034,4600,4600,"FLORIDITA RESTAURANT UPTOWN 2 INC","3856","10 AVENUE",10034,"Others","3856, 10 AVENUE, New York, NY",-73.9197012,40.8640438
"2838",3036,4602,4602,"ARTS AND CRAFTS BEER PARLOR","26","W 8TH ST",10011,"American","26, W 8TH ST, New York, NY",-73.997807,40.7327311
"2839",3037,4603,4603,"CANTON LOUNGE","70","MOTT ST",10013,"Chinese","70, MOTT ST, New York, NY",-73.9979012,40.7162296
"2840",3038,4605,4605,"POTBELLY SANDWICH WORKS","101","MAIDEN LANE",10038,"Others","101, MAIDEN LANE, New York, NY",-74.0066697,40.7069666
"2841",3039,4609,4609,"DONNYBROOK","3739","CLINTON STREET",10002,"Others","3739, CLINTON STREET, New York, NY",-73.969185,40.6966589
"2842",3040,4610,4610,"THE GEORGIAN SUITE KITCHEN",".1-A","EAST 77 ST",10021,"Others",".1-A, EAST 77 ST, New York, NY",-73.9601797,40.7740082
"2843",3041,4611,4611,"PARADIS TO GO","114","4 AVENUE",10003,"American","114, 4 AVENUE, New York, NY",-73.9902689,40.7326746
"2844",3042,4614,4614,"CHIRPING CHICKEN","355","AMSTERDAM AVENUE",10024,"Others","355, AMSTERDAM AVENUE, New York, NY",-73.979046,40.781586
"2845",3043,4615,4615,"FELIX","340","WEST BROADWAY",10013,"Others","340, WEST BROADWAY, New York, NY",-74.0038234,40.7225918
"2846",3045,4618,4618,"T-SWIRL CREPE","2","MOTT ST",10013,"Japanese","2, MOTT ST, New York, NY",-73.9984808,40.7137987
"2847",3046,4619,4619,"DUNKIN' DONUTS","2264","FREDERICK DOUGLASS BLVD",10027,"American","2264, FREDERICK DOUGLASS BLVD, New York, NY",-73.9525302,40.8077771
"2848",3047,4620,4620,"MANNA'S RESTAURANT","2353","8 AVENUE",10027,"Others","2353, 8 AVENUE, New York, NY",-73.9508381,40.8111432
"2849",3048,4622,4622,"SPECIAL ATTENTION","325","EAST HOUSTON STREET",10002,"American","325, EAST HOUSTON STREET, New York, NY",-73.9827418,40.7208205
"2850",3049,4624,4624,"NAYA MEZZE & GRILL","1057","2 AVENUE",10022,"Others","1057, 2 AVENUE, New York, NY",-73.96619,40.7584898
"2851",3050,4625,4625,"JUSTINO'S PIZZERIA","77","PEARL ST",10004,"Others","77, PEARL ST, New York, NY",-74.01048,40.7040298
"2852",3051,4626,4626,"THE FULL SHILLING","160","PEARL STREET",10005,"Others","160, PEARL STREET, New York, NY",-74.0074731,40.7057092
"2853",3052,4627,4627,"WOK CHI","918","3RD AVE",10022,"Chinese","918, 3RD AVE, New York, NY",-73.968592,40.7593
"2854",3053,4628,4628,"CAFE GRUMPY","200","W 39TH ST",10018,"Others","200, W 39TH ST, New York, NY",-73.9888518,40.754081
"2855",3054,4630,4630,"HONEST CHOPS BURGERS","99","MACDOUGAL ST",10012,"Others","99, MACDOUGAL ST, New York, NY",-74.0011688,40.7296885
"2856",3055,4633,4633,"2ND AVE DELI","162","EAST 33 STREET",10016,"Others","162, EAST 33 STREET, New York, NY",-73.9792609,40.745088
"2857",3056,4634,4634,"JEKYLL AND HYDE","91","7TH AVE S",10014,"American","91, 7TH AVE S, New York, NY",-74.0029512,40.7327781
"2858",3057,4636,4636,"CAFE ANGELIQUE EXPRESS","575","BROADWAY",10012,"Others","575, BROADWAY, New York, NY",-73.997802,40.7244963
"2859",3058,4637,4637,"EMERALD INN","250","W 72ND ST",10023,"Others","250, W 72ND ST, New York, NY",-73.9838753,40.7792602
"2860",3059,4639,4639,"CLAY","25","WEST   14 STREET",10011,"American","25, WEST   14 STREET, New York, NY",-73.9948591,40.7368588
"2861",3060,4642,4642,"FORMOSA CAFE","34","ELDRIDGE ST",10002,"Others","34, ELDRIDGE ST, New York, NY",-73.9930798,40.7155958
"2862",3061,4645,4645,"SOHO SUSHI","231","SULLIVAN STREET",10012,"Japanese","231, SULLIVAN STREET, New York, NY",-73.9994047,40.7297173
"2863",3062,4649,4649,"SOPHIE'S CUBAN CUISINE","21","WEST   45 STREET",10036,"Others","21, WEST   45 STREET, New York, NY",-73.9804088,40.7560607
"2864",3063,4651,4651,"TEADO TEA SHOP","145D","HESTER STREET",10002,"Others","145D, HESTER STREET, New York, NY",-73.9950871,40.7172508
"2865",3064,4652,4652,"HAUS","285","W BROADWAY",10013,"American","285, W BROADWAY, New York, NY",-74.0046268,40.7208327
"2866",3065,4653,4653,"THE RICKEY COCKTAIL LOUNGE","210","W 55TH ST",10019,"American","210, W 55TH ST, New York, NY",-73.9819469,40.7644023
"2867",3066,4654,4654,"THE NUGGET SPOT","230","EAST 14 STREET",10003,"Others","230, EAST 14 STREET, New York, NY",-73.9861261,40.7324446
"2868",3068,4657,4657,"JUST SALAD","90","BROAD ST",10004,"Others","90, BROAD ST, New York, NY",-74.0118801,40.7037839
"2869",3069,4661,4661,"EUROPA CAFE","205","WEST   57 STREET",10019,"American","205, WEST   57 STREET, New York, NY",-73.9805351,40.7660057
"2870",3070,4663,4663,"TASTY CAFE","2062","BROADWAY",10023,"American","2062, BROADWAY, New York, NY",-73.9817368,40.7776366
"2871",3071,4664,4664,"MIRA SUSHI","46","WEST   22 STREET",10010,"Japanese","46, WEST   22 STREET, New York, NY",-73.9924493,40.7417031
"2872",3072,4666,4666,"MIKE'S BISTRO","127","E 54TH ST",10022,"Others","127, E 54TH ST, New York, NY",-73.9710257,40.7594553
"2873",3073,4667,4667,"DOWNTOWN IGGY'S","132","LUDLOW STREET",10002,"American","132, LUDLOW STREET, New York, NY",-73.9881081,40.7202233
"2874",3074,4669,4669,"AUGUST","791","LEXINGTON AVE",10065,"American","791, LEXINGTON AVE, New York, NY",-73.9668638,40.7636681
"2875",3075,4670,4670,"LOVE CAFE","283","PLEASANT AVENUE",10029,"American","283, PLEASANT AVENUE, New York, NY",-73.9337663,40.7946104
"2876",3076,4672,4672,"VIVI BUBBLE TEA","49","BAYARD STREET",10013,"Others","49, BAYARD STREET, New York, NY",-73.997488,40.7151669
"2877",3077,4673,4673,"SUBWAY AND PIZZA CAFE","765","8TH AVE",10036,"American","765, 8TH AVE, New York, NY",-73.9878008,40.7603517
"2878",3078,4675,4675,"FRYGUYS","150","E 2ND ST",10009,"American","150, E 2ND ST, New York, NY",-73.9854358,40.7229984
"2879",3079,4679,4679,"NINO'S RESTAURANT","1354","1 AVENUE",10021,"Italian","1354, 1 AVENUE, New York, NY",-73.9552005,40.7680676
"2880",3080,4682,4682,"MONARCH GILDED LILY / KOLA H","408","W 15TH ST",10011,"American","408, W 15TH ST, New York, NY",-74.005795,40.7417779
"2881",3081,4686,4686,"STARBUCKS","205","WEST   34 STREET",10001,"Others","205, WEST   34 STREET, New York, NY",-73.9907584,40.7515181
"2882",3082,4688,4688,"IL MULINO","86","WEST    3 STREET",10012,"Italian","86, WEST    3 STREET, New York, NY",-73.9991407,40.7297668
"2883",3083,4689,4689,"TURTLE BAY GRILL AND LOUNGE","987","2 AVENUE",10022,"American","987, 2 AVENUE, New York, NY",-73.967798,40.756423
"2884",3084,4693,4693,"THE KIOSK","7680","EAST  116 STREET",10029,"Others","7680, EAST  116 STREET, New York, NY",-73.9388927,40.797483
"2885",3085,4696,4696,"ZURUTTO RAMEN & GYOZA BAR","142","W 72ND ST",10023,"Japanese","142, W 72ND ST, New York, NY",-73.9805007,40.7777973
"2886",3086,4697,4697,"OAXACA TAQUERIA","424","AMSTERDAM AVENUE",10024,"Others","424, AMSTERDAM AVENUE, New York, NY",-73.977919,40.784163
"2887",3087,4699,4699,"PICCOLO CAFE","238","MADISON AVENUE",10016,"Italian","238, MADISON AVENUE, New York, NY",-73.9816578,40.7499344
"2888",3088,4700,4700,"GROUND CENTRAL COFFEE COMPANY","155","EAST 52 STREET",10022,"Others","155, EAST 52 STREET, New York, NY",-73.9703764,40.7574337
"2889",3089,4701,4701,"CAFFE REGGIO","119","MAC DOUGAL STREET",10012,"Italian","119, MAC DOUGAL STREET, New York, NY",-74.0004169,40.7302678
"2890",3090,4703,4703,"MIDPOINT BISTRO","40","W 45TH ST",10036,"American","40, W 45TH ST, New York, NY",-73.9813271,40.755921
"2891",3091,4705,4705,"OFF THE WAGON","109","MACDOUGAL STREET",10012,"American","109, MACDOUGAL STREET, New York, NY",-74.0007935,40.7299239
"2892",3093,4709,4709,"RESTAURANTE ECUATORIANO GENESIS","538","WEST  207 STREET",10034,"Others","538, WEST  207 STREET, New York, NY",-73.9200467,40.8655438
"2893",3095,4711,4711,"CAFE NOI","387","AMSTERDAM AVE",10024,"Others","387, AMSTERDAM AVE, New York, NY",-73.9782862,40.7827637
"2894",3097,4713,4713,"WIMPY'S RESTAURANT","1232","ST NICHOLAS AVENUE",10032,"American","1232, ST NICHOLAS AVENUE, New York, NY",-73.9379312,40.8432547
"2895",3098,4715,4715,"LE PAIN QUOTIDIEN","1309","LEXINGTON AVENUE",10128,"Others","1309, LEXINGTON AVENUE, New York, NY",-73.9545981,40.7804806
"2896",3099,4716,4716,"THE CROOKED KNIFE","27-39","EAST 30 STREET",10016,"American","27-39, EAST 30 STREET, New York, NY",-73.9837605,40.7449962
"2897",3100,4717,4717,"CHINA WOK","199","E 3RD ST",10009,"Chinese","199, E 3RD ST, New York, NY",-73.9831015,40.7228305
"2898",3101,4718,4718,"NGAM","99","3 AVENUE",10003,"Others","99, 3 AVENUE, New York, NY",-73.987572,40.732268
"2899",3103,4721,4721,"GYM SPORTS BAR","167","8 AVENUE",10011,"American","167, 8 AVENUE, New York, NY",-74.0007935,40.742626
"2900",3104,4722,4722,"EUROPAN CAFE","672","8 AVENUE",10036,"Others","672, 8 AVENUE, New York, NY",-73.9891847,40.7576269
"2901",3105,4723,4723,"ANGELA'S SANDWICH SHOP","1428","6 AVENUE",10019,"Others","1428, 6 AVENUE, New York, NY",-73.9763355,40.7651018
"2902",3106,4725,4725,"ARGO TEA CAFE","949","BROADWAY",10010,"Others","949, BROADWAY, New York, NY",-73.9896776,40.7409957
"2903",3107,4727,4727,"OSCAR'S PLACE","466","HUDSON ST",10014,"Others","466, HUDSON ST, New York, NY",-74.0063875,40.7318541
"2904",3108,4729,4729,"JOHN'S PIZZA","260","WEST   44 STREET",10036,"Pizza","260, WEST   44 STREET, New York, NY",-73.9884538,40.7582933
"2905",3109,4730,4730,"HUGHES HUBBARD & REED LLP","1","BATTERY PARK PLAZA",10004,"American","1, BATTERY PARK PLAZA, New York, NY",-74.0138065,40.7033758
"2906",3110,4731,4731,"BENVENUTO CAFE","189","FRANKLIN STREET",10013,"American","189, FRANKLIN STREET, New York, NY",-74.0099976,40.7192894
"2907",3111,4732,4732,"SERAFINA AT TIME HOTEL","224","WEST 49 STREET",10019,"Italian","224, WEST 49 STREET, New York, NY",-73.9854974,40.7609803
"2908",3112,4734,4734,"HARLEM FOOD CT","66","W 116TH ST",10026,"American","66, W 116TH ST, New York, NY",-73.9493121,40.801633
"2909",3113,4735,4735,"CAFE MOFONGO","316","WEST   39 STREET",10018,"Others","316, WEST   39 STREET, New York, NY",-73.992228,40.7555229
"2910",3114,4736,4736,"ODA HOUSE RESTAURANT","76","AVENUE B",10009,"Others","76, AVENUE B, New York, NY",-73.9822045,40.7240313
"2911",3115,4737,4737,"ZANNY'S CAFE","975","COLUMBUS AVENUE",10025,"American","975, COLUMBUS AVENUE, New York, NY",-73.9616751,40.8003081
"2912",3116,4739,4739,"SCALETTA RISTORANTE","50","WEST   77 STREET",10024,"Italian","50, WEST   77 STREET, New York, NY",-73.9761388,40.7802254
"2913",3117,4740,4740,"WAHI DINER","3915","BROADWAY",10032,"American","3915, BROADWAY, New York, NY",-73.9421818,40.8384902
"2914",3118,4741,4741,"PRIME ONE 16","2257","FIRST AVENUE",10029,"American","2257, FIRST AVENUE, New York, NY",-73.9357295,40.7959601
"2915",3119,4742,4742,"HIROSHI JAPANESE RESTAURANT","585","3 AVENUE",10016,"Japanese","585, 3 AVENUE, New York, NY",-73.9758748,40.7483637
"2916",3120,4745,4745,"BLUE BOTTLE COFFEE","0","HIGH LINE PARK W 15TH ST",10011,"Others","0, HIGH LINE PARK W 15TH ST, New York, NY",-74.0067866,40.7421874
"2917",3121,4746,4746,"Patea","135","MOTT STREET",10013,"Others","135, MOTT STREET, New York, NY",-73.9968989,40.7185289
"2918",3122,4749,4749,"JACK AND FANNY'S","1591","2ND AVE",10028,"American","1591, 2ND AVE, New York, NY",-73.9536851,40.7757607
"2919",3123,4750,4750,"DOMODOMO","138","W HOUSTON ST",10012,"Japanese","138, W HOUSTON ST, New York, NY",-74.0015976,40.7280492
"2920",3124,4752,4752,"POMODORO","518","9 AVENUE",10018,"Italian","518, 9 AVENUE, New York, NY",-73.9939414,40.7562543
"2921",3125,4754,4754,"JAVELINA","119","E 18TH ST",10003,"Others","119, E 18TH ST, New York, NY",-73.9873991,40.7368559
"2922",3128,4758,4758,"THE LONG HALL","58","E 34TH ST",10016,"American","58, E 34TH ST, New York, NY",-73.982274,40.7471616
"2923",3129,4760,4760,"UNION SQUARE CAFE/ DAILY PROVISIONS","101","E 19TH ST",10003,"American","101, E 19TH ST, New York, NY",-73.9878767,40.7377702
"2924",3130,4763,4763,"BIRCH COFFEE","56","7 AVENUE",10011,"Others","56, 7 AVENUE, New York, NY",-74.0001249,40.73837
"2925",3131,4768,4768,"TRAILER PARK LOUNGE","271","WEST   23 STREET",10011,"American","271, WEST   23 STREET, New York, NY",-73.9977991,40.7453565
"2926",3132,4769,4769,"DOMINO'S","16A","W 8TH ST",10011,"Pizza","16A, W 8TH ST, New York, NY",-73.9975423,40.7325853
"2927",3133,4770,4770,"DIG INN SEASONAL MARKET","150","EAST   52 STREET",10022,"American","150, EAST   52 STREET, New York, NY",-73.9707207,40.7572285
"2928",3134,4772,4772,"L&W OYSTER CO.","254","5 AVENUE",10001,"Others","254, 5 AVENUE, New York, NY",-73.9874335,40.7449771
"2929",3135,4773,4773,"ANTHONY CAFE","73","2ND AVE",10003,"American","73, 2ND AVE, New York, NY",-73.9895454,40.7265138
"2930",3136,4774,4774,"DELICE & SARRASIN","20","CHRISTOPHER ST",10014,"Others","20, CHRISTOPHER ST, New York, NY",-74.0006557,40.7338041
"2931",3137,4776,4776,"MAIDEN LANE","162","AVE B",10009,"American","162, AVE B, New York, NY",-73.9798693,40.7271387
"2932",3138,4777,4777,"PIZZA BY CERTE","132","EAST   56 STREET",10022,"Pizza","132, EAST   56 STREET, New York, NY",-73.9700904,40.7603114
"2933",3139,4778,4778,"1020 BAR","1020","AMSTERDAM AVENUE",10025,"American","1020, AMSTERDAM AVENUE, New York, NY",-73.9639642,40.8032642
"2934",3140,4779,4779,"BLIND PIG","233","EAST   14 STREET",10003,"American","233, EAST   14 STREET, New York, NY",-73.9856429,40.73291
"2935",3141,4780,4780,"RUSS & DAUGHTERS CAFE","127","ORCHARD ST",10002,"American","127, ORCHARD ST, New York, NY",-73.9896801,40.7196639
"2936",3142,4785,4785,"XI'AN FAMOUS FOOD","68","KENMARE ST",10012,"Chinese","68, KENMARE ST, New York, NY",-73.9962404,40.7208883
"2937",3143,4786,4786,"THEATER ROW DINER","424","WEST   42 STREET",10036,"American","424, WEST   42 STREET, New York, NY",-73.993884,40.7585328
"2938",3145,4789,4789,"SUBWAY","3419","BROADWAY",10031,"Others","3419, BROADWAY, New York, NY",-73.9535463,40.8226562
"2939",3146,4790,4790,"JIMBO'S HAMBURGER","2027","LEXINGTON AVE",10035,"Others","2027, LEXINGTON AVE, New York, NY",-73.937888,40.8034394
"2940",3147,4792,4792,"MCDONALDS","608","W 207TH ST",10034,"American","608, W 207TH ST, New York, NY",-73.9212628,40.8674245
"2941",3148,4796,4796,"RED OLIVE","660","LEXINGTON AVENUE",10022,"American","660, LEXINGTON AVENUE, New York, NY",-73.9701257,40.7598454
"2942",3149,4797,4797,"KUBEH","464","AVENUE OF THE AMERICAS",10011,"Others","464, AVENUE OF THE AMERICAS, New York, NY",-73.9979354,40.7353815
"2943",3151,4800,4800,"SACCO PIZZA","819","9 AVENUE",10019,"Pizza","819, 9 AVENUE, New York, NY",-73.9872728,40.7662387
"2944",3152,4801,4801,"CAFE ARTE","20","PINE ST",10005,"Others","20, PINE ST, New York, NY",-74.0096766,40.7075665
"2945",3154,4803,4803,"MCDONALD'S","262","CANAL STREET",10013,"Others","262, CANAL STREET, New York, NY",-74.0011607,40.7185069
"2946",3155,4804,4804,"CHIPOTLE MEXICAN GRILL","25","WEST   45 STREET",10036,"Others","25, WEST   45 STREET, New York, NY",-73.9806613,40.7561159
"2947",3156,4805,4805,"BIRCH COFFEE","8","SPRUCE ST",10038,"Others","8, SPRUCE ST, New York, NY",-74.0056509,40.7108238
"2948",3157,4806,4806,"ISLAND BURGERS AND SHAKES","766","NINTH AVENUE",10019,"Others","766, NINTH AVENUE, New York, NY",-73.9880304,40.7642046
"2949",3158,4807,4807,"GRIFFIS FACULTY CLUB","521","EAST   68 STREET",10065,"American","521, EAST   68 STREET, New York, NY",-73.9542568,40.7641379
"2950",3160,4811,4811,"NARGILA GRILL","1599","YORK AVENUE",10028,"Others","1599, YORK AVENUE, New York, NY",-73.9481287,40.7750087
"2951",3161,4812,4812,"BRAZIL BRAZIL RESTUARANT","330","WEST 46 STREET",10036,"Others","330, WEST 46 STREET, New York, NY",-73.9892498,40.7601055
"2952",3162,4813,4813,"UPSTAIRS LOUNGE THE KIMBERLY HOTEL/ BISTANGO","145","EAST 50 STREET",10022,"American","145, EAST 50 STREET, New York, NY",-73.9713636,40.7563583
"2953",3163,4814,4814,"ELITE FOOD BAR","325","EAST   48 STREET",10017,"American","325, EAST   48 STREET, New York, NY",-73.9681073,40.7532511
"2954",3164,4815,4815,"MCDONALD'S","1651","BROADWAY",10019,"American","1651, BROADWAY, New York, NY",-73.9837508,40.7622594
"2955",3165,4817,4817,"GINGER ROOT","1164","1ST AVE",10065,"Chinese","1164, 1ST AVE, New York, NY",-73.9595628,40.762476
"2956",3166,4818,4818,"KOKO WINGS","248","W 106TH ST",10025,"Others","248, W 106TH ST, New York, NY",-73.9673689,40.8009247
"2957",3168,4820,4820,"TOPAZ NOODLE BAR","129","W 56TH ST",10019,"Others","129, W 56TH ST, New York, NY",-73.9789855,40.7644255
"2958",3169,4821,4821,"VA BENE","1589","SECOND AVENUE",10028,"Others","1589, SECOND AVENUE, New York, NY",-73.9536392,40.775677
"2959",3170,4822,4822,"BALLATO'S RESTAURANT","55","EAST HOUSTON STREET",10012,"Italian","55, EAST HOUSTON STREET, New York, NY",-73.9945985,40.7245321
"2960",3171,4823,4823,"REFRIED BEANS","591","FORT WASHINGTON AVENUE",10033,"Others","591, FORT WASHINGTON AVENUE, New York, NY",-73.9372221,40.8550439
"2961",3172,4824,4824,"LE PAIN QUOTIDIEN","PQ","BRYANT PARK KIOSK2",10018,"Others","PQ, BRYANT PARK KIOSK2, New York, NY",-73.9832326,40.7535965
"2962",3174,4827,4827,"JIMBO'S HAMBURGER PLACE","301","WEST  154 STREET",10039,"American","301, WEST  154 STREET, New York, NY",-73.9380543,40.8287532
"2963",3175,4828,4828,"OFRENDA","113","7 AVENUE SOUTH",10014,"Others","113, 7 AVENUE SOUTH, New York, NY",-74.0023658,40.733921
"2964",3176,4829,4829,"SUBWAY","174","CANAL ST",10013,"Others","174, CANAL ST, New York, NY",-73.9975569,40.7165091
"2965",3178,4831,4831,"LA ESQUINA","1402","2ND AVE",10021,"Others","1402, 2ND AVE, New York, NY",-73.9577738,40.7693264
"2966",3179,4832,4832,"THE GROTTO","69","NEW STREET",10004,"Pizza","69, NEW STREET, New York, NY",-74.0125997,40.7053238
"2967",3180,4833,4833,"PASTA LOVERS TRATTORIA","142","WEST   49 STREET",10019,"Italian","142, WEST   49 STREET, New York, NY",-73.982976,40.7599775
"2968",3181,4836,4836,"SERAFINA","210","WEST   55 STREET",10019,"Italian","210, WEST   55 STREET, New York, NY",-73.9819469,40.7644023
"2969",3182,4837,4837,"HAPPY HOT HUNAN RESTAURANT","969","AMSTERDAM AVE",10025,"Chinese","969, AMSTERDAM AVE, New York, NY",-73.9647057,40.8013559
"2970",3183,4838,4838,"TACOMBI AT FONDA NOLITA","267","ELIZABETH STREET",10012,"Others","267, ELIZABETH STREET, New York, NY",-73.9938613,40.7239981
"2971",3184,4839,4839,"FU SING","4151","BROADWAY",10032,"Chinese","4151, BROADWAY, New York, NY",-73.9386487,40.8468259
"2972",3185,4840,4840,"GOTHAM COFFEE ROASTERS","23","W 19TH ST",10011,"Others","23, W 19TH ST, New York, NY",-73.9926934,40.7398618
"2973",3186,4842,4842,"CUT BY WOLFGANG PUCK","99","CHURCH ST",10007,"Others","99, CHURCH ST, New York, NY",-74.008988,40.712838
"2974",3187,4843,4843,"ARGO TEA","550","1 AVENUE",10016,"Others","550, 1 AVENUE, New York, NY",-73.9743355,40.7420697
"2975",3188,4844,4844,"55 THOMAS CAFE","55","THOMAS STREET",10013,"American","55, THOMAS STREET, New York, NY",-74.0072581,40.7168885
"2976",3189,4845,4845,"AMERICAN BAR","1471","1 AVENUE",10075,"American","1471, 1 AVENUE, New York, NY",-73.9540984,40.7709201
"2977",3190,4846,4846,"NUMERO 28","1431","1 AVENUE",10021,"Italian","1431, 1 AVENUE, New York, NY",-73.955184,40.769396
"2978",3191,4847,4847,"GUSTAUF RESTAURANT","2440","AMSTERDAM AVE",10033,"Others","2440, AMSTERDAM AVE, New York, NY",-73.930901,40.8487161
"2979",3192,4848,4848,"BAAL CAFE AND FALAFEL","71","SULLIVAN ST",10012,"Others","71, SULLIVAN ST, New York, NY",-74.0038693,40.7244519
"2980",3193,4849,4849,"SWEET & VICIOUS","5","SPRING STREET",10012,"American","5, SPRING STREET, New York, NY",-73.9942743,40.7213151
"2981",3194,4851,4851,"JOHNS CAFE & RESTURANT","823","SECOND AVENUE",10017,"American","823, SECOND AVENUE, New York, NY",-73.971606,40.751148
"2982",3196,4853,4853,"KAHLUA'S CAFE & RESTAURANT","2117","3 AVENUE",10029,"Others","2117, 3 AVENUE, New York, NY",-73.939989,40.7975597
"2983",3197,4854,4854,"LATINO'S BAR & GRILL RESTAURANT","3864","BROADWAY",10032,"Others","3864, BROADWAY, New York, NY",-73.9426229,40.8366155
"2984",3198,4855,4855,"NOCCIOLA RISTORANTE","237","E 116TH ST",10029,"Italian","237, E 116TH ST, New York, NY",-73.9383816,40.7975043
"2985",3199,4856,4856,"STARBUCKS","393","3 AVENUE",10016,"Others","393, 3 AVENUE, New York, NY",-73.980706,40.7417124
"2986",3200,4857,4857,"MANDOLINO","137","E 13TH ST",10003,"Others","137, E 13TH ST, New York, NY",-73.9882787,40.7329403
"2987",3201,4858,4858,"WO HOP CITY","15","MOTT STREET",10013,"Chinese","15, MOTT STREET, New York, NY",-73.9989112,40.71421
"2988",3202,4859,4859,"ZIBETTO ESPRESSO BAR","501","5TH AVE",10017,"American","501, 5TH AVE, New York, NY",-73.9808149,40.753198
"2989",3203,4860,4860,"OLIVE TREE","1420","BROADWAY",10018,"American","1420, BROADWAY, New York, NY",-73.9866625,40.7538598
"2990",3204,4861,4861,"THE BLARNEY STONE PUB & RESTAURANT","410","8 AVENUE",10001,"American","410, 8 AVENUE, New York, NY",-73.9947838,40.7498995
"2991",3205,4863,4863,"TRATTORIA SPAGHETTO","232","BLEECKER STREET",10014,"Italian","232, BLEECKER STREET, New York, NY",-74.0025683,40.7301548
"2992",3206,4864,4864,"CHINA KING","285","3RD AVE",10010,"Chinese","285, 3RD AVE, New York, NY",-73.9833332,40.7381887
