LOCATION,SHELTER_ID,the_geom,AT_BETWEEN,LONGITUDE,LATITUDE
FRANKLIN AV,BR02347,POINT (-73.955756 40.677031),BERGEN ST,-73.955756,40.677031
ST JOHNS PL,BR02350,POINT (-73.947379 40.671568),NEW YORK AV,-73.947379,40.671568
KINGS HWY,BR02351,POINT (-73.960206 40.607873),E 13 ST,-73.960206,40.607873
50 ST,BR02352,POINT (-73.99456 40.635513),NEW UTRECHT AV,-73.99456,40.635513
Ft Hamilton Pkwy,BR02353,POINT (-74.016339 40.625992),BAY RIDGE PKWY,-74.016339,40.625992
KINGSTON AV,BR02354,POINT (-73.9419 40.671431),ST JOHNS PL,-73.9419,40.671431
WEST END AV,BR02355,POINT (-73.953063 40.577096),ORIENTAL BLVD,-73.953063,40.577096
SURF AV,BR02356,POINT (-73.991329 40.573411),W 25 ST,-73.991329,40.573411
RALPH AV,BR02357,POINT (-73.918501 40.632566),FLATLANDS AV,-73.918501,40.632566
AV U,BR02358,POINT (-73.976858 40.596654),W 5 ST,-73.976858,40.596654
Coney Island Av,BR02359,POINT (-73.961605 40.605629),AV R,-73.961605,40.605629
AV P,BR02360,POINT (-73.954045 40.611007),OCEAN AV,-73.954045,40.611007
Coney Island Av,BR02361,POINT (-73.961671 40.6027),AV S,-73.961671,40.6027
Coney Island Av,BR02363,POINT (-73.960486 40.587057),AV Z,-73.960486,40.587057
DEKALB AV,BR02366,POINT (-73.976988 40.689829),FT GREENE PL,-73.976988,40.689829
50 ST,BR02367,POINT (-74.003475 40.640902),8 AV,-74.003475,40.640902
ST JOHNS PL,BR02368,POINT (-73.96042 40.672997),CLASSON AV,-73.96042,40.672997
Marcus Garvey Blvd,BR02370,POINT (-73.937911 40.681817),MACDONOUGH ST,-73.937911,40.681817
AV Z,BR02371,POINT (-73.965517 40.586645),OCEAN PKWY,-73.965517,40.586645
Prospect Park Southwest,BR02373,POINT (-73.97381 40.656141),TERRACE PL,-73.97381,40.656141
OCEAN PKWY,BR02375,POINT (-73.967438 40.581719),WEST AV,-73.967438,40.581719
HALSEY ST,BR02377,POINT (-73.929003 40.684141),MALCOLM X BLVD,-73.929003,40.684141
Marcus Garvey Blvd,BR02378,POINT (-73.938214 40.68334),HALSEY ST,-73.938214,40.68334
HALSEY ST,BR02379,POINT (-73.937739 40.683136),Marcus Garvey Blvd,-73.937739,40.683136
AV D,BR02380,POINT (-73.931603 40.642072),E 48 ST,-73.931603,40.642072
AV D,BR02381,POINT (-73.929812 40.64219),UTICA AV,-73.929812,40.64219
49 ST,BR02383,POINT (-74.00338900000001 40.641907),8 AV,-74.003389,40.641907
FULTON ST,BR02385,POINT (-73.964449 40.682893),WASHINGTON AV,-73.964449,40.682893
LORRAINE ST,BR02386,POINT (-74.005725 40.673996),HICKS ST,-74.005725,40.673996
GRAHAM AV,BR02389,POINT (-73.943862 40.711916),GRAND ST,-73.943862,40.711916
UTICA AV,BR02391,POINT (-73.929891 40.648377),TILDEN AV,-73.929891,40.648377
49 ST,BR02392,POINT (-73.99456 40.636573),NEW UTRECHT AV,-73.99456,40.636573
14 AV,BR02393,POINT (-73.983811 40.63945),39 ST,-73.983811,40.63945
LIVINGSTON ST,BR02395,POINT (-73.991147 40.691404),COURT ST,-73.991147,40.691404
RALPH AV,BR02397,POINT (-73.917151 40.619846),AV N,-73.917151,40.619846
EUCLID AV,BR02398,POINT (-73.87029 40.668213),LINDEN BLVD,-73.87029,40.668213
SUTTER AV,BR02399,POINT (-73.86639 40.673513),LINCOLN AV,-73.86639,40.673513
FOSTER AV,BR02400,POINT (-73.96291 40.634243),MARLBOROUGH RD,-73.96291,40.634243
OCEAN AV,BR02401,POINT (-73.957647 40.633125),GLENWOOD RD,-73.957647,40.633125
SHORE RD,BR02402,POINT (-74.040431 40.621272),91 ST,-74.040431,40.621272
JAMAICA AV,BR02403,POINT (-73.875471 40.68875),CYPRESS HILLS ST,-73.875471,40.68875
BAY PKWY,BR02404,POINT (-73.975638 40.620603),MCDONALD AV,-73.975638,40.620603
DEKALB AV,BR02406,POINT (-73.952149 40.691358),NOSTRAND AV,-73.952149,40.691358
5 AV,BR02407,POINT (-74.010037 40.645257),50 ST,-74.010037,40.645257
3 AV,BR02410,POINT (-74.030853 40.623675),86 ST,-74.030853,40.623675
FULTON ST,BR02412,POINT (-73.924224 40.679086),BUFFALO AV,-73.924224,40.679086
HALSEY ST,BR02413,POINT (-73.929658 40.684194),MALCOLM X BLVD,-73.929658,40.684194
SUTTER AV,BR02414,POINT (-73.89558 40.669397),Pennsylvania Av,-73.89558,40.669397
RALPH AV,BR02415,POINT (-73.923873 40.689149),GATES AV,-73.923873,40.689149
BERGEN ST,BR02418,POINT (-73.93036 40.675091),UTICA AV,-73.93036,40.675091
CROPSEY AV,BR02420,POINT (-73.998526 40.59693300000001),BAY PKWY,-73.998526,40.596933
GRAHAM AV,BR02421,POINT (-73.942431 40.702077),SEIGEL ST,-73.942431,40.702077
UTICA AV,BR02422,POINT (-73.927463 40.625676),AV K,-73.927463,40.625676
AV U,BR02423,POINT (-73.963373 40.59814),E 8 ST,-73.963373,40.59814
Coney Island Av,BR02424,POINT (-73.970797 40.646705),CHURCH AV,-73.970797,40.646705
GRAHAM AV,BR02425,POINT (-73.943139 40.706365),JOHNSON AV,-73.943139,40.706365
MYRTLE AV,BR02426,POINT (-73.94661 40.695747),TOMPKINS AV,-73.94661,40.695747
AV H,BR02428,POINT (-73.933523 40.632603),E 45 ST,-73.933523,40.632603
5 AV,BR02431,POINT (-74.000564 40.654359),34 ST,-74.000564,40.654359
AV I,BR02432,POINT (-73.97596600000001 40.62608900000001),MCDONALD AV,-73.975966,40.626089
5 AV,BR02435,POINT (-73.976815 40.681641),BERGEN ST,-73.976815,40.681641
60 ST,BR02436,POINT (-73.978185 40.616446),BAY PKWY,-73.978185,40.616446
UTICA AV,BR02437,POINT (-73.929151 40.679069),FULTON ST,-73.929151,40.679069
CHURCH AV,BR02439,POINT (-73.93394400000001 40.651503),E 46 ST,-73.933944,40.651503
ST JOHNS PL,BR02440,POINT (-73.936848 40.670986),TROY AV,-73.936848,40.670986
GATES AV,BR02441,POINT (-73.959062 40.685306),CLASSON AV,-73.959062,40.685306
THROOP AV,BR02442,POINT (-73.943514 40.696366),MYRTLE AV,-73.943514,40.696366
TOMPKINS AV,BR02444,POINT (-73.943799 40.68222),HALSEY ST,-73.943799,40.68222
FLATLANDS AV,BR02445,POINT (-73.927911 40.625954),UTICA AV,-73.927911,40.625954
ROCKAWAY AV,BR02446,POINT (-73.910756 40.669352),PITKIN AV,-73.910756,40.669352
OCEAN AV,BR02447,POINT (-73.953775 40.611102),AV P,-73.953775,40.611102
GATES AV,BR02448,POINT (-73.915132 40.696653),Knickerbocker Av,-73.915132,40.696653
3 AV,BR02449,POINT (-74.028574 40.629802),77 ST,-74.028574,40.629802
Brighton Beach Av,BR02450,POINT (-73.954367 40.577476),CORBIN PL,-73.954367,40.577476
FLATBUSH AV,BR02451,POINT (-73.924027 40.611456),AV T,-73.924027,40.611456
86 ST,BR02452,POINT (-74.013695 40.614058),13 AV,-74.013695,40.614058
AV U,BR02453,POINT (-73.974824 40.596876),VAN SICKLEN ST,-73.974824,40.596876
KINGS HWY,BR02454,POINT (-73.953765 40.610509),OCEAN AV,-73.953765,40.610509
3 AV,BR02455,POINT (-74.032014 40.620879),90 ST,-74.032014,40.620879
49 ST,BR02456,POINT (-73.990095 40.633891),14 AV,-73.990095,40.633891
CLASSON AV,BR02457,POINT (-73.961675 40.698697),FLUSHING AV,-73.961675,40.698697
Prospect Park West,BR02460,POINT (-73.982876 40.657561),18 ST,-73.982876,40.657561
DEAN ST,BR02462,POINT (-73.950047 40.676825),NOSTRAND AV,-73.950047,40.676825
GRAND ARMY PLZ,BR02464,POINT (-73.970879 40.67415),PLAZA ST WEST,-73.970879,40.67415
COURT ST,BR02465,POINT (-73.997877 40.67846),3 PL,-73.997877,40.67846
GRAHAM AV,BR02467,POINT (-73.94443 40.714253),METROPOLITAN AV,-73.94443,40.714253
MCDONALD AV,BR02469,POINT (-73.979376 40.643121),CHURCH AV,-73.979376,40.643121
SURF AV,BR02476,POINT (-73.997674 40.572634),W 32 ST,-73.997674,40.572634
NOSTRAND AV,BR02477,POINT (-73.945827 40.621833),AV L,-73.945827,40.621833
WEST END AV,BR02478,POINT (-73.953406 40.579002),OCEAN VIEW AV,-73.953406,40.579002
WEST END AV,BR02479,POINT (-73.953287 40.579531),HAMPTON AV,-73.953287,40.579531
EMMONS AV,BR02480,POINT (-73.932432 40.584319),BRIGHAM ST,-73.932432,40.584319
EMMONS AV,BR02481,POINT (-73.942921 40.583814),E 26 ST,-73.942921,40.583814
AV U,BR02482,POINT (-73.936384 40.600951),BRAGG ST,-73.936384,40.600951
GERRITSEN AV,BR02483,POINT (-73.933517 40.60022),AV V,-73.933517,40.60022
AV Z,BR02484,POINT (-73.94975100000002 40.588545),OCEAN AV,-73.949751,40.588545
NOSTRAND AV,BR02485,POINT (-73.940848 40.595706),AV W,-73.940848,40.595706
NOSTRAND AV,BR02486,POINT (-73.9413 40.598068),AV V,-73.9413,40.598068
AV U,BR02487,POINT (-73.951834 40.59941),OCEAN AV,-73.951834,40.59941
AV X,BR02489,POINT (-73.970851 40.590397),W 1 ST,-73.970851,40.590397
NOSTRAND AV,BR02490,POINT (-73.941182 40.59607),AV W,-73.941182,40.59607
CHURCH AV,BR02491,POINT (-73.976071 40.644311),E 5 ST,-73.976071,40.644311
CHURCH AV,BR02492,POINT (-73.977104 40.643687),E 3 ST,-73.977104,40.643687
SHORE RD,BR02494,POINT (-74.03582 40.612167),4 AV,-74.03582,40.612167
GRAHAM AV,BR02495,POINT (-73.94514 40.718569),RICHARDSON ST,-73.94514,40.718569
FLATBUSH AV,BR02496,POINT (-73.91289 40.601209),2875 Flatbush Av ( Toys R Us ),-73.91289,40.601209
NEPTUNE AV,BR02497,POINT (-73.954496 40.582921),SHORE BLVD,-73.954496,40.582921
39 ST,BR02498,POINT (-73.986103 40.640422),13  AV,-73.986103,40.640422
Atlantic Av,BR0250,POINT (-73.997526 40.691012),HICKS ST,-73.997526,40.691012
NEW YORK AV,BR02504,POINT (-73.947614 40.670118),EASTERN PKWY,-73.947614,40.670118
W 33 ST,BR02505,POINT (-73.999319 40.57301700000001),SURF AV,-73.999319,40.573017
Coney Island Av,BR02507,POINT (-73.960238 40.587605),AV Z,-73.960238,40.587605
SHELL RD,BR02508,POINT (-73.974046 40.588939),BOUCK CT,-73.974046,40.588939
AV Z,BR02509,POINT (-73.974016 40.585704),SHELL RD,-73.974016,40.585704
5 AV,BR02512,POINT (-73.98068 40.676262),UNION ST,-73.98068,40.676262
VANDERBILT AV,BR02514,POINT (-73.96896 40.689225),DEKALB AV,-73.96896,40.689225
MERMAID AV,BR02515,POINT (-74.001583 40.574844),W 36 ST,-74.001583,40.574844
MERMAID AV,BR02516,POINT (-73.992835 40.575661),W 27 ST,-73.992835,40.575661
FULTON ST,BR02517,POINT (-73.929473 40.679369),MALCOLM X BLVD,-73.929473,40.679369
ST JOHNS PL,BR02519,POINT (-73.939516 40.67113),ALBANY AV,-73.939516,40.67113
Atlantic Av,BR0252,POINT (-73.994691 40.690438),CLINTON ST,-73.994691,40.690438
THROOP AV,BR02520,POINT (-73.940808 40.682712),HALSEY ST,-73.940808,40.682712
ST JOHNS PL,BR02521,POINT (-73.933932 40.670659),SCHENECTADY AV,-73.933932,40.670659
GERRITSEN AV,BR02522,POINT (-73.92523700000001 40.593096),EVERETT AV,-73.925237,40.593096
GERRITSEN AV,BR02523,POINT (-73.927339 40.595005),CHANNEL AV,-73.927339,40.595005
GERRITSEN AV,BR02525,POINT (-73.923799 40.591804),GOTHAM AV,-73.923799,40.591804
5 AV,BR02526,POINT (-74.00649 40.648619),44 ST,-74.00649,40.648619
LAFAYETTE ST,BR02528,POINT (-73.93049 40.69221),MALCOLM X BLVD,-73.93049,40.69221
MYRTLE AV,BR02529,POINT (-73.946531 40.695611),TOMPKINS AV,-73.946531,40.695611
MYRTLE AV,BR02530,POINT (-73.940889 40.696247),Marcus Garvey Blvd,-73.940889,40.696247
49 ST,BR02533,POINT (-73.992414 40.635279),13 AV,-73.992414,40.635279
CHURCH AV,BR02534,POINT (-73.919679 40.652874),REMSEN AV,-73.919679,40.652874
BEVERLY RD,BR02536,POINT (-73.924296 40.646736),KINGS HWY,-73.924296,40.646736
7 AV,BR02537,POINT (-73.986066 40.661678),PROSPECT AV,-73.986066,40.661678
SURF AV,BR02538,POINT (-73.993377 40.572966),W 28 ST,-73.993377,40.572966
60 ST,BR02539,POINT (-73.998788 40.629082000000004),13 AV,-73.998788,40.629082
AV D,BR02540,POINT (-73.93192 40.641898),SCHENECTADY AV,-73.93192,40.641898
TILLARY ST,BR02541,POINT (-73.990332 40.696077),CADMAN PLZ EAST,-73.990332,40.696077
NASSAU AV,BR02542,POINT (-73.939248 40.726178),HAUSMAN ST,-73.939248,40.726178
FULTON ST,BR02543,POINT (-73.985695 40.690742),HOYT ST,-73.985695,40.690742
FULTON ST,BR02544,POINT (-73.983195 40.689742),BOND ST,-73.983195,40.689742
LAFAYETTE AV,BR02545,POINT (-73.945017 40.690541),TOMPKINS AV,-73.945017,40.690541
TOMPKINS AV,BR02547,POINT (-73.946698 40.696908),Martin Luther King Pl,-73.946698,40.696908
MYRTLE AV,BR02548,POINT (-73.93813900000002 40.696728),LEWIS AV,-73.938139,40.696728
STERLING PL,BR02549,POINT (-73.962928 40.674592),WASHINGTON AV,-73.962928,40.674592
ST JOHNS PL,BR02550,POINT (-73.92508 40.670177),BUFFALO AV,-73.92508,40.670177
BUFFALO AV,BR02552,POINT (-73.925221 40.673266),PROSPECT PL,-73.925221,40.673266
EASTERN PKWY,BR02554,POINT (-73.931442 40.668554),UTICA AV,-73.931442,40.668554
CATON AV,BR02555,POINT (-73.979935 40.647239),MCDONALD AV,-73.979935,40.647239
KINGS HWY,BR02556,POINT (-73.972463 40.604144),MCDONALD AV,-73.972463,40.604144
KINGS HWY,BR02557,POINT (-73.971914 40.604269),MCDONALD AV,-73.971914,40.604269
FLATBUSH AV,BR02558,POINT (-73.962154 40.662958),EMPIRE BLVD,-73.962154,40.662958
FLATBUSH AV,BR02559,POINT (-73.96214900000001 40.662523),OCEAN AV,-73.962149,40.662523
FOSTER AV,BR02560,POINT (-73.95804 40.636417),OCEAN AV,-73.95804,40.636417
5 AV,BR02567,POINT (-73.983552 40.672637),3 ST,-73.983552,40.672637
OCEAN AV,BR02568,POINT (-73.951507 40.599091),AV U,-73.951507,40.599091
LORRAINE ST,BR02571,POINT (-74.004127 40.673548),HENRY ST,-74.004127,40.673548
FRANKLIN AV,BR02572,POINT (-73.958454 40.669561),UNION ST,-73.958454,40.669561
CLASSON AV,BR02573,POINT (-73.961359 40.671011),EASTERN PKWY,-73.961359,40.671011
GATES AV,BR02575,POINT (-73.941405 40.687201),THROOP AV,-73.941405,40.687201
Cadman Plz West,BR02576,POINT (-73.990913 40.69595),TILLARY ST,-73.990913,40.69595
BEDFORD AV,BR02577,POINT (-73.95707800000001 40.665443),MONTGOMERY ST,-73.957078,40.665443
LEE AV,BR02578,POINT (-73.953536 40.69956700000001),FLUSHING AV,-73.953536,40.699567
E 98 ST,BR02579,POINT (-73.913651 40.656553),CHURCH AV,-73.913651,40.656553
GATES AV,BR02580,POINT (-73.951015 40.68611),NOSTRAND AV,-73.951015,40.68611
RALPH AV,BR02582,POINT (-73.919267 40.63702),FARRAGUT RD,-73.919267,40.63702
DWIGHT ST,BR02584,POINT (-74.011733 40.673826),VAN DYKE ST,-74.011733,40.673826
GREENE AV,BR02585,POINT (-73.972584 40.685869),FULTON ST,-73.972584,40.685869
FRANKLIN AV,BR02586,POINT (-73.957197 40.689372),LAFAYETTE AV,-73.957197,40.689372
NEW YORK AV,BR02587,POINT (-73.947971 40.663902),EMPIRE BLVD,-73.947971,40.663902
AV H,BR02588,POINT (-73.928151 40.632938),UTICA AV,-73.928151,40.632938
UTICA AV,BR02589,POINT (-73.928342 40.633921),KINGS HWY,-73.928342,40.633921
GATES AV,BR02590,POINT (-73.926901 40.688871),PATCHEN AV,-73.926901,40.688871
REMSEN AV,BR02591,POINT (-73.905822 40.639935),FLATLANDS AV,-73.905822,40.639935
OCEAN PKWY,BR02592,POINT (-73.9677 40.580553),NEPTUNE AV,-73.9677,40.580553
GREENE AV,BR02593,POINT (-73.962147 40.687068),GRAND AV,-73.962147,40.687068
OCEAN PKWY,BR02594,POINT (-73.967501 40.580176),NEPTUNE AV,-73.967501,40.580176
ST JOHNS PL,BR02595,POINT (-73.954897 40.67184),BEDFORD AV,-73.954897,40.67184
AV U,BR02596,POINT (-73.951029 40.599345),OCEAN AV,-73.951029,40.599345
39 ST,BR02597,POINT (-73.994876 40.645906),9 AV,-73.994876,40.645906
BUFFALO AV,BR02598,POINT (-73.925059 40.673155),PROSPECT PL,-73.925059,40.673155
FLATBUSH AV,BR02599,POINT (-73.926516 40.613094),AV S,-73.926516,40.613094
UTICA AV,BR02600,POINT (-73.931726 40.663767),EMPIRE BLVD,-73.931726,40.663767
UTICA AV,BR02601,POINT (-73.931451 40.66387),EMPIRE BLVD,-73.931451,40.66387
18 AV,BR02602,POINT (-73.98722 40.622203),60 ST,-73.98722,40.622203
STILLWELL AV,BR02603,POINT (-73.985418 40.598253),AV T,-73.985418,40.598253
FOSTER AV,BR02605,POINT (-73.962337 40.63435),E 16 ST,-73.962337,40.63435
GATES AV,BR02606,POINT (-73.947824 40.686594),MARCY AV,-73.947824,40.686594
LORIMER ST,BR02608,POINT (-73.948293 40.706486),MONTROSE AV,-73.948293,40.706486
KINGSLAND AV,BR02609,POINT (-73.940469 40.717989),WITHERS ST,-73.940469,40.717989
KINGS HWY,BR02610,POINT (-73.984361 40.605559),W 11 ST,-73.984361,40.605559
KINGS HWY,BR02611,POINT (-73.973644 40.604267),VAN SICLEN ST,-73.973644,40.604267
LORIMER ST,BR02612,POINT (-73.947964 40.704588),BROADWAY,-73.947964,40.704588
52 ST,BR02614,POINT (-74.014009 40.645435),4 AV,-74.014009,40.645435
5 AV,BR02615,POINT (-74.00944 40.646069),48 ST,-74.00944,40.646069
AV Z,BR02616,POINT (-73.950186 40.588344),E 19 ST,-73.950186,40.588344
SARATOGA AV,BR02617,POINT (-73.917282 40.669001),PITKIN AV,-73.917282,40.669001
FRANKLIN AV,BR02620,POINT (-73.957709 40.692501),WILLOUGHBY AV,-73.957709,40.692501
CLASSON AV,BR02621,POINT (-73.961814 40.66984500000001),PRESIDENT ST,-73.961814,40.669845
GREENE AV,BR02622,POINT (-73.965149 40.686721),WASHINGTON AV,-73.965149,40.686721
EMPIRE BLVD,BR02623,POINT (-73.931931 40.663449),UTICA AV,-73.931931,40.663449
LORIMER ST,BR02624,POINT (-73.947936 40.705835),BOERUM ST,-73.947936,40.705835
AV X,BR02625,POINT (-73.970564 40.590584),WEST ST,-73.970564,40.590584
7 AV,BR02626,POINT (-74.023068 40.614278),92 ST,-74.023068,40.614278
MALCOLM X BLVD,BR02628,POINT (-73.929036 40.679429),FULTON ST,-73.929036,40.679429
BAY RIDGE PKWY,BR02629,POINT (-73.998583 40.615074),17 AV,-73.998583,40.615074
5 AV,BR02630,POINT (-74.010548 40.645003),50 ST,-74.010548,40.645003
BEDFORD AV,BR02631,POINT (-73.95110000000001 40.723909),MANHATTAN AV,-73.9511,40.723909
BROADWAY,BR02633,POINT (-73.948115 40.70421),LORIMER ST,-73.948115,40.70421
NOSTRAND AV,BR02634,POINT (-73.940592 40.594343),AV X,-73.940592,40.594343
UTICA AV,BR02635,POINT (-73.926251 40.614326),FILLMORE AV,-73.926251,40.614326
KINGS HWY,BR02637,POINT (-73.951227 40.61129),E 22 ST,-73.951227,40.61129
NEW LOTS AV,BR02638,POINT (-73.89941100000001 40.658945),VAN SINDEREN AV,-73.899411,40.658945
GLENWOOD RD,BR02639,POINT (-73.947972 40.633917),NOSTRAND AV,-73.947972,40.633917
KINGSLAND AV,BR02640,POINT (-73.940235 40.718017),WITHERS ST,-73.940235,40.718017
GRAHAM AV,BR02642,POINT (-73.944783 40.716374),JACKSON ST,-73.944783,40.716374
KNAPP ST,BR02643,POINT (-73.931401 40.585211),Shore Pkwy Srv Rd South,-73.931401,40.585211
AV H,BR02644,POINT (-73.935414 40.63249),E 43 ST,-73.935414,40.63249
DUMONT AV,BR02645,POINT (-73.903153 40.665103),POWELL ST,-73.903153,40.665103
VANDALIA AV,BR02646,POINT (-73.882347 40.651962),BETHEL LOOP,-73.882347,40.651962
VANDALIA AV,BR02647,POINT (-73.88155 40.653179),VAN SICLEN AV,-73.88155,40.653179
86 ST,BR02648,POINT (-74.013695 40.613807),13 AV,-74.013695,40.613807
GATES AV,BR02649,POINT (-73.932745 40.688198),STUYVESANT AV,-73.932745,40.688198
8 AV,BR02651,POINT (-74.013386 40.631688),67 ST,-74.013386,40.631688
ROCKAWAY AV,BR02652,POINT (-73.907358 40.656006),HEGEMAN AV,-73.907358,40.656006
PITKIN AV,BR02653,POINT (-73.907415 40.670256),Mother Gaston Blvd,-73.907415,40.670256
DUMONT AV,BR02654,POINT (-73.902179 40.665211),JUNIUS ST,-73.902179,40.665211
NOSTRAND AV,BR02655,POINT (-73.94187 40.600906),AV U,-73.94187,40.600906
BROOKLYN AV,BR02656,POINT (-73.944083 40.679789),FULTON ST,-73.944083,40.679789
GERRITSEN AV,BR02657,POINT (-73.931191 40.598431),WHITNEY AV,-73.931191,40.598431
86 ST,BR02658,POINT (-74.020896 40.618159),7 AV,-74.020896,40.618159
BAY RIDGE PKWY,BR02659,POINT (-74.016776 40.625838),Ft Hamilton Pkwy,-74.016776,40.625838
9 ST,BR0266,POINT (-73.986577 40.669421),5 AV,-73.986577,40.669421
STILLWELL AV,BR02660,POINT (-73.986157 40.600755),82 ST,-73.986157,40.600755
NOSTRAND AV,BR02661,POINT (-73.946833 40.627088),AV J,-73.946833,40.627088
WORTMAN AV,BR02662,POINT (-73.883342 40.657755),VAN SICLEN AV,-73.883342,40.657755
VAN SICLEN AV,BR02663,POINT (-73.883599 40.657905),WORTMAN AV,-73.883599,40.657905
UTICA AV,BR02664,POINT (-73.928018 40.63083),AV I,-73.928018,40.63083
BERGEN ST,BR02665,POINT (-73.947459 40.676022),NEW YORK AV,-73.947459,40.676022
VAN SICLEN AV,BR02666,POINT (-73.884474 40.658746),STANLEY AV,-73.884474,40.658746
WORTMAN AV,BR02667,POINT (-73.881427 40.658575),BARBEY ST,-73.881427,40.658575
PITKIN AV,BR02668,POINT (-73.910395 40.669668),ROCKAWAY AV,-73.910395,40.669668
NOSTRAND AV,BR02669,POINT (-73.943534 40.610071),QUENTIN RD,-73.943534,40.610071
AV U,BR02670,POINT (-73.943457 40.600171),E 28 ST,-73.943457,40.600171
55 ST,BR02671,POINT (-74.019631 40.646239),2 AV,-74.019631,40.646239
FLATLANDS AV,BR02672,POINT (-73.896068 40.646784),E 103 ST,-73.896068,40.646784
DEAN ST,BR02673,POINT (-73.976804 40.68214),5 AV,-73.976804,40.68214
WASHINGTON AV,BR02674,POINT (-73.963472 40.676843),PROSPECT PL,-73.963472,40.676843
VAN DYKE ST,BR02677,POINT (-74.013084 40.674641),RICHARDS ST,-74.013084,40.674641
Cadman Plz West,BR02678,POINT (-73.991285 40.699638),MIDDAGH ST,-73.991285,40.699638
AV J,BR02679,POINT (-73.956814 40.625762),OCEAN AV,-73.956814,40.625762
AV Z,BR02680,POINT (-73.951824 40.588315),E 18 ST,-73.951824,40.588315
60 ST,BR02681,POINT (-73.998763 40.628876),13 AV,-73.998763,40.628876
VAN DYKE ST,BR02682,POINT (-74.014594 40.67567),VAN BRUNT ST,-74.014594,40.67567
Ft Hamilton Pkwy,BR02683,POINT (-74.011066 40.629284),68 ST,-74.011066,40.629284
UTICA AV,BR02685,POINT (-73.930664 40.655624),LENOX RD,-73.930664,40.655624
LINDEN BLVD,BR02686,POINT (-73.859522 40.669706),EMERALD ST,-73.859522,40.669706
ROCKAWAY PKWY,BR02687,POINT (-73.898966 40.642285),AV J,-73.898966,40.642285
GATES AV,BR02688,POINT (-73.924197 40.689179),RALPH AV,-73.924197,40.689179
SEAVIEW AV,BR02689,POINT (-73.889087 40.633995),ROCKAWAY PKWY,-73.889087,40.633995
Coney Island Av,BR02690,POINT (-73.965247 40.624406),AV J,-73.965247,40.624406
E 80 ST,BR02691,POINT (-73.907097 40.630853),AV L,-73.907097,40.630853
CHURCH AV,BR02692,POINT (-73.973675 40.645348),E 7 ST,-73.973675,40.645348
3 AV,BR02693,POINT (-74.026222 40.635561),BAY RIDGE AV,-74.026222,40.635561
NOSTRAND AV,BR02694,POINT (-73.950857 40.666914),CARROLL ST,-73.950857,40.666914
GATES AV,BR02695,POINT (-73.930555 40.688594),MALCOLM X BLVD,-73.930555,40.688594
GATES AV,BR02696,POINT (-73.92983 40.688533),MALCOLM X BLVD,-73.92983,40.688533
BOERUM PL,BR02697,POINT (-73.989365 40.690543),SCHERMERHORN ST,-73.989365,40.690543
39 ST,BR02698,POINT (-74.00412800000001 40.651315),5 AV,-74.004128,40.651315
86 ST,BR02699,POINT (-74.022566 40.619161),DAHLGREN PL,-74.022566,40.619161
NEPTUNE AV,BR02700,POINT (-73.968193 40.580407),OCEAN PKWY,-73.968193,40.580407
E 16 ST,BR02701,POINT (-73.953363 40.587360000000004),SHEEPSHEAD BAY RD,-73.953363,40.58736
AV Z,BR02702,POINT (-73.948946 40.588478),OCEAN AV,-73.948946,40.588478
AV Z,BR02703,POINT (-73.966648 40.586541),OCEAN PKWY,-73.966648,40.586541
COOPER ST,BR02704,POINT (-73.911467 40.683684),BROADWAY,-73.911467,40.683684
RALPH AV,BR02705,POINT (-73.924009 40.68899),GATES AV,-73.924009,40.68899
VAN BRUNT ST,BR02706,POINT (-74.010783 40.679055),PIONEER ST,-74.010783,40.679055
KINGSLAND AV,BR02707,POINT (-73.940887 40.721505),LOMBARDY ST,-73.940887,40.721505
KINGS HWY,BR02708,POINT (-73.969647 40.604413),E 3 ST,-73.969647,40.604413
BAY PKWY,BR02709,POINT (-73.989147 40.60627),78 ST,-73.989147,40.60627
ELDERT LANE,BR02710,POINT (-73.862407 40.668173),LORING AV,-73.862407,40.668173
