LOCATION,SHELTER_ID,the_geom,AT_BETWEEN,LONGITUDE,LATITUDE
W 110 ST,MN01222,POINT (-73.960726 40.801469000000004),COLUMBUS AV,-73.960726,40.801469
BROADWAY,MN01226,POINT (-73.961497 40.811627),W 122 ST,-73.961497,40.811627
AMSTERDAM AV,MN01227,POINT (-73.948266 40.824133),W 143 ST,-73.948266,40.824133
MADISON AV,MN01230,POINT (-73.98457 40.7454),E 30 ST,-73.98457,40.7454
MADISON AV,MN01231,POINT (-73.983661 40.746649),E 32 ST & E 33 ST,-73.983661,40.746649
RIVERSIDE DR WEST,MN01232,POINT (-73.948494 40.835995),W 158 ST & W 160 ST,-73.948494,40.835995
8 AV,MN01234,POINT (-73.982494 40.767031),W 57 ST,-73.982494,40.767031
MADISON AV,MN01236,POINT (-73.942238 40.803446),E 121 ST,-73.942238,40.803446
W 57 ST,MN01237,POINT (-73.981472 40.766022),BROADWAY,-73.981472,40.766022
BROADWAY,MN01238,POINT (-73.943611 40.83547600000001),W 159 ST,-73.943611,40.835476
AMSTERDAM AV,MN01239,POINT (-73.941866 40.833301),W 158 ST,-73.941866,40.833301
W 57 ST,MN01242,POINT (-73.976838 40.764058),6 AV,-73.976838,40.764058
W 57 ST,MN01244,POINT (-73.982276 40.766575),BROADWAY,-73.982276,40.766575
EDGECOMBE AV,MN01246,POINT (-73.937214 40.836276),W 164 ST,-73.937214,40.836276
W 106 ST,MN01247,POINT (-73.962648 40.799034),COLUMBUS AV,-73.962648,40.799034
E 23 ST,MN01249,POINT (-73.98055 40.737619),2 AV,-73.98055,40.737619
AMSTERDAM AV,MN01250,POINT (-73.96813 40.796912),W 100 ST,-73.96813,40.796912
W 14 ST,MN01251,POINT (-73.999353 40.738307),7 AV,-73.999353,40.738307
BROADWAY,MN01253,POINT (-73.978888 40.785642),W 82 ST,-73.978888,40.785642
E 106 ST,MN01254,POINT (-73.942721 40.79085200000001),2 AV,-73.942721,40.790852
W 110 ST,MN01255,POINT (-73.9594 40.8009),MANHATTAN AV,-73.9594,40.8009
FREDERICK DOUGLASS BLVD,MN01257,POINT (-73.942595 40.82172),W 143 ST,-73.942595,40.82172
FREDERICK DOUGLASS BLVD,MN01258,POINT (-73.949873 40.811747),W 127 ST,-73.949873,40.811747
FREDERICK DOUGLASS BLVD,MN01259,POINT (-73.943463 40.820522),W 141 ST,-73.943463,40.820522
2 AV,MN0126,POINT (-73.972567 40.749556),E 42 ST,-73.972567,40.749556
ADAM CLAYTON POWELL BLVD,MN01260,POINT (-73.937994 40.823443),W 148 ST,-73.937994,40.823443
ADAM CLAYTON POWELL BLVD,MN01261,POINT (-73.937803 40.823067),W 147 ST,-73.937803,40.823067
ADAM CLAYTON POWELL BLVD,MN01262,POINT (-73.947291 40.810744),W 128 ST,-73.947291,40.810744
AMSTERDAM AV,MN01264,POINT (-73.983692 40.775589),W 67 ST,-73.983692,40.775589
WORTH ST,MN01265,POINT (-74.005671 40.71673),CHURCH ST,-74.005671,40.71673
5 AV,MN01267,POINT (-73.945807 40.801787),W 118 ST,-73.945807,40.801787
FREDERICK DOUGLASS BLVD,MN01268,POINT (-73.949044 40.812874),W 129 ST,-73.949044,40.812874
ADAM CLAYTON POWELL BLVD,MN01269,POINT (-73.936951 40.824246),W 149 ST,-73.936951,40.824246
E 42 ST,MN0127,POINT (-73.97249600000002 40.750054),2 AV,-73.972496,40.750054
BROADWAY,MN01270,POINT (-73.982018 40.77415),W 66 ST,-73.982018,40.77415
3 AV,MN01271,POINT (-73.953468 40.779304),E 87 ST,-73.953468,40.779304
AMSTERDAM AV,MN01273,POINT (-73.944407 40.829829),W 152 ST,-73.944407,40.829829
ST NICHOLAS AV,MN01274,POINT (-73.946314 40.821075),W 141 ST,-73.946314,40.821075
9 AV,MN01275,POINT (-73.985047 40.769046),W 59 ST,-73.985047,40.769046
TRINITY PL,MN01276,POINT (-74.01258 40.708184),RECTOR ST,-74.01258,40.708184
E 23 ST,MN01281,POINT (-73.981214 40.737902),2 AV,-73.981214,40.737902
MADISON ST,MN01282,POINT (-73.991971 40.712399),PIKE ST,-73.991971,40.712399
MADISON ST,MN01283,POINT (-73.992098 40.712556),PIKE ST,-73.992098,40.712556
E 86 ST,MN01284,POINT (-73.949086 40.776869),1 AV,-73.949086,40.776869
7 AV,MN01287,POINT (-73.997256 40.742094),W 20 ST,-73.997256,40.742094
2 AV,MN0129,POINT (-73.988898 40.727113),E 6 ST,-73.988898,40.727113
E 106 ST,MN01294,POINT (-73.946017 40.792029),LEXINGTON AV,-73.946017,40.792029
PEARL ST,MN01295,POINT (-74.003488 40.707852),BEEKMAN ST,-74.003488,40.707852
MALCOLM X BLVD,MN01296,POINT (-73.9366 40.820198),W 145 ST,-73.9366,40.820198
MANHATTAN AV,MN01297,POINT (-73.956873 40.804821),W 116 ST,-73.956873,40.804821
AV C,MN01298,POINT (-73.978674 40.724488),E 8 ST,-73.978674,40.724488
GRAND ST,MN01299,POINT (-73.988717 40.716453),ESSEX ST,-73.988717,40.716453
MADISON ST,MN01300,POINT (-73.984248 40.713247),GOUVERNEUR ST,-73.984248,40.713247
AMSTERDAM AV,MN01301,POINT (-73.940188 40.835169),W 161 ST,-73.940188,40.835169
FT WASHINGTON AV,MN01302,POINT (-73.935338 40.85732),W 190 ST,-73.935338,40.85732
ADAM CLAYTON POWELL BLVD,MN01303,POINT (-73.941502 40.817998),W 139 ST,-73.941502,40.817998
ADAM CLAYTON POWELL BLVD,MN01304,POINT (-73.94081 40.819589),W 142 ST,-73.94081,40.819589
E 42 ST,MN01305,POINT (-73.972006 40.749604),2 AV,-73.972006,40.749604
LEXINGTON AV,MN01308,POINT (-73.949055 40.788605),E 100 ST,-73.949055,40.788605
MALCOLM X BLVD,MN01309,POINT (-73.945168 40.807956),W 125 ST,-73.945168,40.807956
BROADWAY,MN01310,POINT (-73.948246 40.829123),W 149 ST,-73.948246,40.829123
10 AV,MN01311,POINT (-73.997451 40.756691),W 37 ST,-73.997451,40.756691
BROADWAY,MN01313,POINT (-73.917626 40.868991),W 213 ST,-73.917626,40.868991
E 105 ST,MN01315,POINT (-73.938613 40.788199),FDR DR,-73.938613,40.788199
W 155 ST,MN01316,POINT (-73.945487 40.832514),BROADWAY,-73.945487,40.832514
E 125 ST,MN01317,POINT (-73.935507 40.803457),3 AV,-73.935507,40.803457
E 135 ST,MN01319,POINT (-73.936374 40.81209),MADISON AV,-73.936374,40.81209
E 34 ST,MN0132,POINT (-73.976174 40.745011),2 AV,-73.976174,40.745011
BROADWAY,MN01320,POINT (-73.913022 40.8722),W 220 ST,-73.913022,40.8722
E 135 ST,MN01321,POINT (-73.936681 40.81247),MADISON AV,-73.936681,40.81247
E 96 ST,MN01322,POINT (-73.949067 40.784964),3 AV,-73.949067,40.784964
BROADWAY,MN01323,POINT (-73.967087 40.80398),W 110 ST,-73.967087,40.80398
MALCOLM X BLVD,MN01325,POINT (-73.939329 40.816469),W 139 ST,-73.939329,40.816469
MANHATTAN AV,MN01327,POINT (-73.957774 40.80388),W 114 ST,-73.957774,40.80388
MADISON AV,MN01328,POINT (-73.954289 40.786893),E 95 ST,-73.954289,40.786893
MALCOLM X BLVD,MN01330,POINT (-73.94419 40.809293),W 127 ST,-73.94419,40.809293
MALCOLM X BLVD,MN01331,POINT (-73.940226 40.815233),W 137 ST,-73.940226,40.815233
MALCOLM X BLVD,MN01332,POINT (-73.941328 40.813724),W 135 ST,-73.941328,40.813724
MANHATTAN AV,MN01333,POINT (-73.956524 40.805295),W 116 ST,-73.956524,40.805295
MADISON AV,MN01334,POINT (-73.94692 40.79697),E 111 ST,-73.94692,40.79697
6 AV,MN01335,POINT (-73.977812 40.763251),W 55 ST,-73.977812,40.763251
E 79 ST,MN01336,POINT (-73.950711 40.771608),YORK AV,-73.950711,40.771608
WEST END AV,MN01337,POINT (-73.988499 40.77455900000001),W 64 ST,-73.988499,40.774559
E 105 ST,MN01338,POINT (-73.9403 40.788918),1 AV,-73.9403,40.788918
2 AV,MN0134,POINT (-73.980313 40.73893),E 25 ST,-73.980313,40.73893
W HOUSTON ST,MN01340,POINT (-74.002453 40.728033),6 AV,-74.002453,40.728033
ALLEN ST,MN01342,POINT (-73.988837 40.721817),STANTON ST,-73.988837,40.721817
AMSTERDAM AV,MN01343,POINT (-73.961733 40.805688),W 114 ST,-73.961733,40.805688
HARRISON ST,MN01344,POINT (-74.011422 40.718835),WEST ST,-74.011422,40.718835
ADAM CLAYTON POWELL BLVD,MN01345,POINT (-73.945447 40.813249),W 132 ST,-73.945447,40.813249
E 106 ST,MN01347,POINT (-73.94042 40.78989),1 AV,-73.94042,40.78989
W 57 ST,MN01348,POINT (-73.988228 40.76886),10 AV,-73.988228,40.76886
FREDERICK DOUGLASS BLVD,MN01349,POINT (-73.941565 40.823113),W 145 ST,-73.941565,40.823113
2 AV,MN0135,POINT (-73.981231 40.737645),E 23 ST,-73.981231,40.737645
FREDERICK DOUGLASS BLVD,MN01350,POINT (-73.946251 40.81671),W 135 ST,-73.946251,40.81671
FDR DR SRV RD,MN01351,POINT (-73.971497 40.743611),E 35 ST,-73.971497,40.743611
BROADWAY,MN01353,POINT (-73.955505 40.81985),W 135 ST,-73.955505,40.81985
BROADWAY,MN01354,POINT (-73.953966 40.821955),W 138 ST,-73.953966,40.821955
ADAM CLAYTON POWELL BLVD,MN01355,POINT (-73.942649 40.817077),W 138 ST,-73.942649,40.817077
AV C,MN01356,POINT (-73.979549 40.723293),E 6 ST,-73.979549,40.723293
W 70 ST,MN01358,POINT (-73.986856 40.778951),FREEDOM PL,-73.986856,40.778951
BROADWAY,MN01359,POINT (-73.954633 40.820395),W 135 ST,-73.954633,40.820395
2 AV,MN0136,POINT (-73.982571 40.735804),E 20 ST,-73.982571,40.735804
W 135 ST,MN01360,POINT (-73.9547 40.819824),BROADWAY,-73.9547,40.819824
ALLEN ST,MN01361,POINT (-73.98906 40.72248),E HOUSTON ST,-73.98906,40.72248
AV C,MN01364,POINT (-73.973862 40.730786),FDR DR,-73.973862,40.730786
MADISON AV,MN01365,POINT (-73.952378 40.789474),E 99 ST,-73.952378,40.789474
EAST BROADWAY,MN01366,POINT (-73.997449 40.713367),CATHERINE ST,-73.997449,40.713367
E 79 ST,MN01368,POINT (-73.95526000000001 40.773528),2 AV,-73.95526,40.773528
AMSTERDAM AV,MN01369,POINT (-73.93059 40.848328),W 181 ST,-73.93059,40.848328
2 AV,MN0137,POINT (-73.985228 40.732147),E 14 ST,-73.985228,40.732147
1 AV,MN01370,POINT (-73.986708 40.725451),E 4 ST,-73.986708,40.725451
AMSTERDAM AV,MN01371,POINT (-73.956613 40.813137),W 125 ST,-73.956613,40.813137
AMSTERDAM AV,MN01372,POINT (-73.957502 40.811422),W 123 ST,-73.957502,40.811422
1 AV,MN01373,POINT (-73.956626 40.766726),E 70 ST,-73.956626,40.766726
KING ST,MN01374,POINT (-74.007452 40.728001),HUDSON ST,-74.007452,40.728001
LEXINGTON AV,MN01375,POINT (-73.939162 40.802143),E 122 ST,-73.939162,40.802143
E 72 ST,MN01376,POINT (-73.960329 40.769524),3 AV,-73.960329,40.769524
CHURCH ST,MN01377,POINT (-74.006268 40.716855),WORTH ST,-74.006268,40.716855
MADISON ST,MN01378,POINT (-73.987285 40.712958),CLINTON ST,-73.987285,40.712958
E 14 ST,MN0138,POINT (-73.984605 40.732085),2 AV,-73.984605,40.732085
2 AV,MN0139,POINT (-73.987605 40.728881),E 9 ST,-73.987605,40.728881
NORTH END AV,MN01396,POINT (-74.013934 40.717414),CHAMBERS ST,-74.013934,40.717414
3 AV,MN0140,POINT (-73.987564 40.73301),E 14 ST,-73.987564,40.73301
FT WASHINGTON AV,MN01408,POINT (-73.94211 40.842338),W 168 ST,-73.94211,40.842338
W 155 ST,MN01426,POINT (-73.940768 40.830755),EDGECOMBE AV,-73.940768,40.830755
EDGECOMBE AV,MN01428,POINT (-73.940479 40.830838),W 155 ST,-73.940479,40.830838
BROADWAY,MN01429,POINT (-73.967919 40.802804),W 108 ST,-73.967919,40.802804
AMSTERDAM AV,MN01430,POINT (-73.955909 40.813655),W 125 ST,-73.955909,40.813655
E 80 ST,MN01434,POINT (-73.947816 40.771112),EAST END AV,-73.947816,40.771112
YORK AV,MN01436,POINT (-73.947816 40.77482),E 84 ST,-73.947816,40.77482
PIKE ST,MN01447,POINT (-73.992683 40.712727),MADISON ST,-73.992683,40.712727
W 155 ST,MN01450,POINT (-73.94266 40.83155),AMSTERDAM AV,-73.94266,40.83155
PIKE ST,MN01451,POINT (-73.992449 40.71425),DIVISION ST,-73.992449,40.71425
3 AV,MN01455,POINT (-73.978582 40.744875),E 33 ST,-73.978582,40.744875
BROADWAY,MN01462,POINT (-73.920057 40.867927),ISHAM ST,-73.920057,40.867927
6 AV,MN01463,POINT (-73.980402 40.759722),W 50 ST,-73.980402,40.759722
E 57 ST,MN01467,POINT (-73.972016 40.762035),MADISON AV,-73.972016,40.762035
E 23 ST,MN0147,POINT (-73.982828 40.738584),3 AV,-73.982828,40.738584
MADISON AV,MN01473,POINT (-73.982047 40.748857),E 36 ST,-73.982047,40.748857
MALCOLM X BLVD,MN01477,POINT (-73.949295 40.802294),W 116 ST,-73.949295,40.802294
ADAM CLAYTON POWELL BLVD,MN01478,POINT (-73.935974 40.825562),W 151 ST,-73.935974,40.825562
6 AV,MN01481,POINT (-73.98086300000001 40.759092),W 49 ST,-73.980863,40.759092
BATTERY PL,MN01482,POINT (-74.016103 40.704984),WEST ST,-74.016103,40.704984
E 41 ST,MN01483,POINT (-73.969878 40.748054),1 AV,-73.969878,40.748054
W 207 ST,MN01484,POINT (-73.918118 40.864012),10 AV,-73.918118,40.864012
W 207 ST,MN01485,POINT (-73.918155 40.864032),10 AV,-73.918155,40.864032
W 207 ST,MN01486,POINT (-73.918599 40.86444),10 AV,-73.918599,40.86444
W 207 ST,MN01487,POINT (-73.918636 40.864464),10 AV,-73.918636,40.864464
5 AV,MN01488,POINT (-73.939276 40.810666),W 132 ST,-73.939276,40.810666
3 AV,MN01492,POINT (-73.986697 40.733681),E 14 ST,-73.986697,40.733681
4 AV,MN01493,POINT (-73.989734 40.733818),E 13 ST,-73.989734,40.733818
FT WASHINGTON AV,MN01494,POINT (-73.943718 40.838823),W 164 ST,-73.943718,40.838823
5 Av,MN01495,POINT (-73.984089 40.749297),W 35 St,-73.984089,40.749297
5 Av,MN01498,POINT (-73.982689 40.751218),W 38 St,-73.982689,40.751218
5 Av,MN01499,POINT (-73.982477 40.751433),W 39 St,-73.982477,40.751433
3 AV,MN0150,POINT (-73.980058 40.742831),E 29 ST,-73.980058,40.742831
5 Av,MN01500,POINT (-73.982321 40.751723),W 39 St,-73.982321,40.751723
5 Av,MN01503,POINT (-73.980251 40.754563),W 44 St,-73.980251,40.754563
5 Av,MN01504,POINT (-73.978119 40.757474),W 48 St,-73.978119,40.757474
5 Av,MN01506,POINT (-73.977636 40.75814200000001),W 49 St,-73.977636,40.758142
5 Av,MN01512,POINT (-73.976579 40.759586),W 52 St,-73.976579,40.759586
5 Av,MN01514,POINT (-73.976147 40.760184),W 52 St,-73.976147,40.760184
5 Av,MN01515,POINT (-73.975372 40.76126300000001),W 54 St,-73.975372,40.761263
5 Av,MN01519,POINT (-73.973849 40.763348),W 58 St,-73.973849,40.763348
E 34 ST,MN0153,POINT (-73.97844 40.745956),3 AV,-73.97844,40.745956
E 23 ST,MN01534,POINT (-73.988707 40.741062),BROADWAY,-73.988707,40.741062
5 Av,MN01536,POINT (-73.97952 40.75557),W 45 St,-73.97952,40.75557
5 Av,MN01537,POINT (-73.979282 40.755899),W 46 St,-73.979282,40.755899
3 AV,MN0154,POINT (-73.976369 40.747903),E 37 ST,-73.976369,40.747903
BROADWAY,MN01548,POINT (-73.95863400000002 40.814858),TIEMANN PL,-73.958634,40.814858
MADISON ST,MN01549,POINT (-73.997305 40.712109),CATHERINE ST,-73.997305,40.712109
BROADWAY,MN01550,POINT (-73.928553 40.864723),ARDEN ST,-73.928553,40.864723
W 50 ST,MN01554,POINT (-73.983598 40.76117500000001),7 AV,-73.983598,40.761175
3 AV,MN01559,POINT (-73.968088 40.759231),E 55 ST,-73.968088,40.759231
MADISON ST,MN01561,POINT (-73.982304 40.713462),JACKSON ST,-73.982304,40.713462
5 AV,MN01562,POINT (-73.936259 40.814448),E 138 ST,-73.936259,40.814448
FREDERICK DOUGLASS BLVD,MN01563,POINT (-73.950838 40.810443),W 125 ST,-73.950838,40.810443
E 34 ST,MN01564,POINT (-73.973823 40.74380300000001),1 AV,-73.973823,40.743803
E 34 ST,MN01565,POINT (-73.973885 40.744049),1 AV,-73.973885,40.744049
MAIN ROADWAY,MN01569,POINT (-73.923455 40.79251),Opp Icahn Stadium,-73.923455,40.79251
SPRING ST,MN01570,POINT (-74.008864 40.725913),GREENWICH ST,-74.008864,40.725913
W 110 ST,MN01571,POINT (-73.961366 40.802019),MORNINSIDE DR,-73.961366,40.802019
GRAND ST,MN01573,POINT (-73.986389 40.715732),CLINTON ST,-73.986389,40.715732
2 AV,MN01575,POINT (-73.945105 40.787229),E 100 ST,-73.945105,40.787229
1 AV,MN01576,POINT (-73.982035 40.731866),E 15 ST,-73.982035,40.731866
CENTRAL PARK WEST,MN01577,POINT (-73.96318300000001 40.793959),W 100 ST,-73.963183,40.793959
AMSTERDAM AV,MN01578,POINT (-73.951165 40.820559),W 138 ST,-73.951165,40.820559
FT WASHINGTON AV,MN01579,POINT (-73.942848 40.840486),W 165 ST,-73.942848,40.840486
3 AV,MN0158,POINT (-73.973151 40.75233),E 45 ST,-73.973151,40.75233
3 AV,MN01580,POINT (-73.983136 40.73908000000001),E 23 ST,-73.983136,40.73908
GRAND ST,MN01581,POINT (-73.9846 40.7152),PITT ST,-73.9846,40.7152
E HOUSTON ST,MN01582,POINT (-73.989117 40.723229),@ 1ST AVE,-73.989117,40.723229
ALLEN ST,MN01583,POINT (-73.99205 40.716414),HESTER ST,-73.99205,40.716414
ST CLAIR PL,MN01584,POINT (-73.959839 40.81709),W 125 ST,-73.959839,40.81709
2 AV,MN01585,POINT (-73.942429 40.790869),E 106 ST,-73.942429,40.790869
2 AV,MN01586,POINT (-73.938818 40.795858),E 115 ST,-73.938818,40.795858
1 AV,MN01587,POINT (-73.939599 40.790019),E 106 ST,-73.939599,40.790019
1 AV,MN01588,POINT (-73.977602 40.737958),E 25 ST,-73.977602,40.737958
2 AV,MN01589,POINT (-73.985432 40.731864),E 13 ST,-73.985432,40.731864
3 AV,MN0159,POINT (-73.97177 40.754213),E 47 ST,-73.97177,40.754213
1 AV,MN01590,POINT (-73.969007 40.74973800000001),E 43 ST,-73.969007,40.749738
1 AV,MN01591,POINT (-73.987655 40.724145),E 2 ST,-73.987655,40.724145
ALLEN ST,MN01592,POINT (-73.991193 40.717164),GRAND ST,-73.991193,40.717164
1 AV,MN01594,POINT (-73.982058 40.731836),E 15 ST,-73.982058,40.731836
W 145 ST,MN01595,POINT (-73.95173 40.826846),RIVERSIDE DR,-73.95173,40.826846
2 AV,MN01596,POINT (-73.968959 40.754511),E 50 ST,-73.968959,40.754511
2 AV,MN01597,POINT (-73.960592 40.765961),E 68 ST,-73.960592,40.765961
1 AV,MN01598,POINT (-73.9624 40.7588),E 58 ST,-73.9624,40.7588
E 79 ST,MN01599,POINT (-73.96173 40.776048),MADISON AV,-73.96173,40.776048
E 49 ST,MN0160,POINT (-73.971525 40.755388),3 AV,-73.971525,40.755388
FREDERICK DOUGLASS BLVD,MN01600,POINT (-73.942268 40.822578),W 145 ST,-73.942268,40.822578
FREDERICK DOUGLASS BLVD,MN01601,POINT (-73.93804 40.82836),W 154 ST,-73.93804,40.82836
FREDERICK DOUGLASS BLVD,MN01603,POINT (-73.939864 40.825865),W 150 ST,-73.939864,40.825865
FREDERICK DOUGLASS BLVD,MN01604,POINT (-73.937969 40.828056),W 153 ST,-73.937969,40.828056
ADAM CLAYTON POWELL BLVD,MN01605,POINT (-73.95363 40.80139),W 113 ST,-73.95363,40.80139
MALCOLM X BLVD,MN01607,POINT (-73.948618 40.803753),W 119 ST,-73.948618,40.803753
ADAM CLAYTON POWELL BLVD,MN01610,POINT (-73.950967 40.805679),W 120 ST,-73.950967,40.805679
BROADWAY,MN01611,POINT (-73.971211 40.795133),W 97 ST,-73.971211,40.795133
ADAM CLAYTON POWELL BLVD,MN01612,POINT (-73.954736 40.800531),W 112 ST,-73.954736,40.800531
W 135 ST,MN01614,POINT (-73.957165 40.821104),RIVERSIDE DR,-73.957165,40.821104
MADISON ST,MN01615,POINT (-73.997931 40.711878),OLIVER ST,-73.997931,40.711878
PEARL ST,MN01617,POINT (-74.00373700000002 40.707938),BEEKMAN ST,-74.003737,40.707938
BROADWAY,MN01618,POINT (-73.915918 40.869681),W 215 ST,-73.915918,40.869681
MANHATTAN AV,MN01619,POINT (-73.961184 40.798899),W 106 ST,-73.961184,40.798899
LEWIS ST,MN01621,POINT (-73.979653 40.71434),GRAND ST,-73.979653,40.71434
3 AV,MN01622,POINT (-73.985439 40.735431),E 17 ST,-73.985439,40.735431
WEST END AV,MN01623,POINT (-73.985113 40.778734),W 70 ST,-73.985113,40.778734
MALCOLM X BLVD,MN01624,POINT (-73.936064 40.820961),W 146 ST,-73.936064,40.820961
1 AV,MN01625,POINT (-73.988233 40.723461),E 1 ST,-73.988233,40.723461
5 AV,MN01626,POINT (-73.944898 40.803031),W 120 ST,-73.944898,40.803031
BROADWAY,MN01627,POINT (-73.971697 40.795127),W 97 ST,-73.971697,40.795127
BROADWAY,MN01628,POINT (-73.96248 40.81025),W 120 ST,-73.96248,40.81025
1 AV,MN01630,POINT (-73.934879 40.796513),E 117 ST,-73.934879,40.796513
9 AV,MN01633,POINT (-74.003858 40.743234),W 18 St,-74.003858,40.743234
E 34 St,MN01634,POINT (-73.981854 40.747373),Park Av,-73.981854,40.747373
W 34 St,MN01636,POINT (-73.993078 40.751924),8 Av,-73.993078,40.751924
W 34 St,MN01638,POINT (-73.987464 40.749579),6 Av,-73.987464,40.749579
W 86 ST,MN0164,POINT (-73.976942 40.788386),BROADWAY,-73.976942,40.788386
1 AV,MN01641,POINT (-73.977579 40.737985),E 25 ST,-73.977579,40.737985
E 125 ST,MN01643,POINT (-73.93438 40.80322),2 AV,-73.93438,40.80322
E 125 ST,MN01646,POINT (-73.93691 40.80405),LEXINGTON AV,-73.93691,40.80405
1 Av,MN01647,POINT (-73.94385900000002 40.784218),E 97 St,-73.943859,40.784218
1 AV,MN01648,POINT (-73.97299 40.744264),E 35 ST,-73.97299,40.744264
1 Av,MN01649,POINT (-73.982126 40.731736),E 15 St,-73.982126,40.731736
E 57 ST,MN0165,POINT (-73.96717 40.759972),3 AV,-73.96717,40.759972
1 Av,MN01650,POINT (-73.982144 40.731709),E 15 St,-73.982144,40.731709
1 Av,MN01651,POINT (-73.975807 40.740482),E 29 St,-73.975807,40.740482
1 Av,MN01652,POINT (-73.952164 40.772833),E 79 St,-73.952164,40.772833
1 Av,MN01653,POINT (-73.948873 40.777412),E 87 St,-73.948873,40.777412
2 Av,MN01655,POINT (-73.938583 40.796107),E 115 St,-73.938583,40.796107
E 57 ST,MN0166,POINT (-73.96783 40.760491),3 AV,-73.96783,40.760491
E 125 St,MN01663,POINT (-73.93696 40.80408),LEXINGTON AV,-73.93696,40.80408
E 125 St,MN01664,POINT (-73.940277 40.805469),Madison Av,-73.940277,40.805469
W 125 St,MN01665,POINT (-73.945134 40.807516),Malcolm X Blvd,-73.945134,40.807516
ADAM CLAYTON POWELL BLVD,MN01667,POINT (-73.9501 40.80688),W 122 St,-73.9501,40.80688
2 Av,MN01668,POINT (-73.947573 40.783815),E 95 St,-73.947573,40.783815
W 125 St,MN01671,POINT (-73.952317 40.810537),St Nicholas Av,-73.952317,40.810537
3 Av,MN01674,POINT (-73.96763 40.760088),E 57 St,-73.96763,40.760088
West End Av,MN01675,POINT (-73.987926 40.774857),W 64 St,-73.987926,40.774857
3 AV,MN0168,POINT (-73.96351 40.76553),E 65 ST,-73.96351,40.76553
1 Av,MN01681,POINT (-73.948888 40.777381),E 87 St,-73.948888,40.777381
5 Av,MN01685,POINT (-73.981814 40.752415),W 40 St,-73.981814,40.752415
5 Av,MN01689,POINT (-73.981253 40.753185),W 42 St,-73.981253,40.753185
3 AV,MN0170,POINT (-73.961721 40.768038),E 69 ST,-73.961721,40.768038
1 Av,MN01701,POINT (-73.975826 40.740453),E 29 St,-73.975826,40.740453
Hell Gate Circle,MN01702,POINT (-73.929232 40.785445),RFK Bridge Exit Ramp,-73.929232,40.785445
Hell Gate Circle,MN01703,POINT (-73.925567 40.789941),Central Rd,-73.925567,40.789941
Grand St,MN01704,POINT (-73.987786 40.716392),Suffolk St,-73.987786,40.716392
2 Av,MN01711,POINT (-73.95178 40.778101),E 86 St,-73.95178,40.778101
W 116 St,MN01714,POINT (-73.946793 40.80069),5 Av,-73.946793,40.80069
E 125 St,MN01715,POINT (-73.94192 40.806162),5 Av,-73.94192,40.806162
E 116 St,MN01716,POINT (-73.944579 40.79976),Madison Av,-73.944579,40.79976
E 116 St,MN01717,POINT (-73.940402 40.798226),3 Av,-73.940402,40.798226
Broadway,MN01719,POINT (-73.94758500000002 40.830693),W 152 St,-73.947585,40.830693
3 AV,MN0172,POINT (-73.957975 40.773121),E 77 ST,-73.957975,40.773121
Broadway,MN01721,POINT (-73.933028 40.856262),W 190 St,-73.933028,40.856262
W 145 St,MN01722,POINT (-73.947343 40.825223),Amsterdam Av,-73.947343,40.825223
W 145 St,MN01723,POINT (-73.949862 40.826054),Broadway,-73.949862,40.826054
Frederick Douglass Blvd,MN01724,POINT (-73.940344 40.824797),W 148 St,-73.940344,40.824797
Frederick Douglass Blvd,MN01725,POINT (-73.939364 40.826152),Macombs Pl,-73.939364,40.826152
Amsterdam av,MN01726,POINT (-73.934292 40.843266),W 173 St,-73.934292,40.843266
Amsterdam Av,MN01727,POINT (-73.932826 40.845269),W 176 St,-73.932826,40.845269
E 79 ST,MN0174,POINT (-73.95677 40.773964),3 AV,-73.95677,40.773964
E 14TH ST,MN01743,POINT (-73.98007 40.730392),@ AVE A,-73.98007,40.730392
E 79 ST,MN0175,POINT (-73.957617 40.774531),3 AV,-73.957617,40.774531
3 AV,MN0176,POINT (-73.955568 40.776423),E 82 ST,-73.955568,40.776423
3 AV,MN0179,POINT (-73.951349 40.782203),E 91 ST,-73.951349,40.782203
E 72 ST,MN0182,POINT (-73.962452 40.770635),LEXINGTON AV,-73.962452,40.770635
E 72 ST,MN0183,POINT (-73.962439 40.770413),LEXINGTON AV,-73.962439,40.770413
E 57 ST,MN0184,POINT (-73.968848 40.76069600000001),LEXINGTON AV,-73.968848,40.760696
E 42 ST,MN0185,POINT (-73.975651 40.751162),LEXINGTON & 3 AV,-73.975651,40.751162
E 42 ST,MN0186,POINT (-73.975807 40.751449),LEXINGTON AV,-73.975807,40.751449
E 23 ST,MN0188,POINT (-73.984959 40.739708),LEXINGTON AV,-73.984959,40.739708
23 ST BETWEEN LEXINGTON AV & 3RD AV,MN0189,POINT (-73.98433 40.73922),BETWEEN LEXINGTON AV & 3RD AV,-73.98433,40.73922
E 23 ST,MN0192,POINT (-73.987655 40.740843),MADISON AV,-73.987655,40.740843
2 AV,MN0194,POINT (-73.973989 40.74761300000001),E 39 ST,-73.973989,40.747613
MADISON AV,MN0195,POINT (-73.980403 40.751106),E 39 ST,-73.980403,40.751106
E 72 ST,MN0198,POINT (-73.965225 40.771796),MADISON AV,-73.965225,40.771796
E 14 ST,MN0201,POINT (-73.976031 40.728692),AV C,-73.976031,40.728692
E 34 ST,MN0203,POINT (-73.981816 40.747359),PARK AV,-73.981816,40.747359
